"Username","control","Response.RT","Direction","encoding","source","Scored"
"57b28526f6b9390001af1edd","Presented",2172,"F","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2254,"M","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2137,"U","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2307,"F","Read","USM",1
"57b28526f6b9390001af1edd","Presented",1819,"U","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2152,"U","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2112,"M","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2658,"U","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2075,"F","Read","USM",1
"57b28526f6b9390001af1edd","Presented",1998,"U","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2140,"F","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2096,"M","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2320,"F","Read","USM",1
"57b28526f6b9390001af1edd","Presented",3715,"F","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2524,"M","Read","USM",1
"57b28526f6b9390001af1edd","Presented",1973,"M","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2216,"F","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2042,"F","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2052,"F","Read","USM",1
"57b28526f6b9390001af1edd","Presented",1940,"U","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2028,"U","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2097,"M","Read","USM",1
"57b28526f6b9390001af1edd","Presented",1990,"M","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2038,"M","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2048,"U","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2362,"M","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2200,"U","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2477,"F","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2676,"M","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2531,"F","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2694,"F","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2076,"U","Read","USM",1
"57b28526f6b9390001af1edd","Presented",1886,"U","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2446,"M","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2275,"M","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2194,"F","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2122,"M","Read","USM",1
"57b28526f6b9390001af1edd","Presented",3107,"F","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2210,"M","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2235,"M","Read","USM",1
"57b28526f6b9390001af1edd","Presented",2389,"U","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2098,"U","Read","USM",1
"57b28526f6b9390001af1edd","Presented",3008,"F","Read","USM",0
"57b28526f6b9390001af1edd","Presented",2206,"U","Read","USM",0
"58497529bd87380001552f71","Presented",1852,"U","Read","USM",0
"58497529bd87380001552f71","Presented",1851,"F","Read","USM",1
"58497529bd87380001552f71","Presented",5484,"M","Read","USM",1
"58497529bd87380001552f71","Presented",1784,"U","Read","USM",0
"58497529bd87380001552f71","Presented",2278,"F","Read","USM",1
"58497529bd87380001552f71","Presented",2381,"U","Read","USM",0
"58497529bd87380001552f71","Presented",3204,"U","Read","USM",0
"58497529bd87380001552f71","Presented",4208,"M","Read","USM",1
"58497529bd87380001552f71","Presented",4253,"U","Read","USM",0
"58497529bd87380001552f71","Presented",6490,"F","Read","USM",1
"58497529bd87380001552f71","Presented",2624,"U","Read","USM",0
"58497529bd87380001552f71","Presented",1714,"F","Read","USM",1
"58497529bd87380001552f71","Presented",2141,"M","Read","USM",0
"58497529bd87380001552f71","Presented",2537,"F","Read","USM",1
"58497529bd87380001552f71","Presented",1686,"F","Read","USM",1
"58497529bd87380001552f71","Presented",1934,"M","Read","USM",1
"58497529bd87380001552f71","Presented",3415,"M","Read","USM",1
"58497529bd87380001552f71","Presented",3172,"F","Read","USM",0
"58497529bd87380001552f71","Presented",2889,"F","Read","USM",1
"58497529bd87380001552f71","Presented",1803,"F","Read","USM",0
"58497529bd87380001552f71","Presented",2138,"U","Read","USM",0
"58497529bd87380001552f71","Presented",2230,"U","Read","USM",0
"58497529bd87380001552f71","Presented",2068,"M","Read","USM",1
"58497529bd87380001552f71","Presented",2074,"M","Read","USM",1
"58497529bd87380001552f71","Presented",1765,"M","Read","USM",0
"58497529bd87380001552f71","Presented",4809,"U","Read","USM",0
"58497529bd87380001552f71","Presented",2315,"M","Read","USM",0
"58497529bd87380001552f71","Presented",2290,"U","Read","USM",0
"58497529bd87380001552f71","Presented",2157,"F","Read","USM",1
"58497529bd87380001552f71","Presented",1973,"M","Read","USM",0
"58497529bd87380001552f71","Presented",2727,"F","Read","USM",0
"58497529bd87380001552f71","Presented",1381,"F","Read","USM",0
"58497529bd87380001552f71","Presented",2163,"U","Read","USM",1
"58497529bd87380001552f71","Presented",2335,"U","Read","USM",0
"58497529bd87380001552f71","Presented",2173,"M","Read","USM",0
"58497529bd87380001552f71","Presented",2217,"M","Read","USM",1
"58497529bd87380001552f71","Presented",1920,"F","Read","USM",1
"58497529bd87380001552f71","Presented",2203,"M","Read","USM",1
"58497529bd87380001552f71","Presented",2291,"F","Read","USM",1
"58497529bd87380001552f71","Presented",2340,"M","Read","USM",0
"58497529bd87380001552f71","Presented",2022,"M","Read","USM",0
"58497529bd87380001552f71","Presented",1875,"U","Read","USM",0
"58497529bd87380001552f71","Presented",3241,"U","Read","USM",1
"58497529bd87380001552f71","Presented",2992,"F","Read","USM",0
"58497529bd87380001552f71","Presented",1996,"U","Read","USM",1
"5915e5c6405db80001f30ff1","Presented",1469,"U","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1291,"F","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1325,"M","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",2218,"U","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",20326,"F","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1950,"U","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1372,"U","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1903,"M","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",2006,"U","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1205,"F","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1559,"U","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",3605,"F","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1381,"M","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1049,"F","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1385,"F","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1710,"M","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1339,"M","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1651,"F","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",5708,"F","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",3161,"F","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1700,"U","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1226,"U","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",4439,"M","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1166,"M","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1952,"M","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1232,"U","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",2010,"M","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",2021,"U","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1454,"F","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",2142,"M","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1969,"F","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1188,"F","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1832,"U","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1160,"U","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1327,"M","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1549,"F","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",32920,"M","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1647,"M","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1682,"F","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1290,"M","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1236,"M","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",1127,"U","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1284,"U","JOL","USM",1
"5915e5c6405db80001f30ff1","Presented",2450,"F","JOL","USM",0
"5915e5c6405db80001f30ff1","Presented",1412,"U","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2071,"U","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2163,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",3963,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2312,"U","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2525,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2382,"U","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",7215,"U","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",1720,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2313,"U","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2077,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",4867,"U","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2381,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2686,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2711,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2585,"F","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",1919,"M","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2974,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2520,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",4572,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2324,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2649,"U","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2992,"U","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2308,"M","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2728,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2768,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2763,"U","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2567,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2895,"U","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2624,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2230,"M","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2811,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2088,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2645,"U","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2728,"U","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2461,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2712,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2623,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2701,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",3261,"F","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",4071,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",2518,"M","JOL","USM",1
"5a86e1a4eea3d300016e7981","Presented",3032,"U","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",7091,"U","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2125,"F","JOL","USM",0
"5a86e1a4eea3d300016e7981","Presented",2483,"U","JOL","USM",1
"5b0486dd331e8100018f740d","Presented",2314,"U","Read","USM",1
"5b0486dd331e8100018f740d","Presented",4181,"U","Read","USM",0
"5b0486dd331e8100018f740d","Presented",2858,"F","Read","USM",1
"5b0486dd331e8100018f740d","Presented",3454,"M","Read","USM",1
"5b0486dd331e8100018f740d","Presented",2407,"M","Read","USM",1
"5b0486dd331e8100018f740d","Presented",40874,"M","Read","USM",0
"5b0486dd331e8100018f740d","Presented",3270,"F","Read","USM",1
"5b0486dd331e8100018f740d","Presented",16588,"M","Read","USM",0
"5b0486dd331e8100018f740d","Presented",2600,"U","Read","USM",0
"5b0486dd331e8100018f740d","Presented",8828,"F","Read","USM",1
"5b0486dd331e8100018f740d","Presented",3061,"U","Read","USM",0
"5b0486dd331e8100018f740d","Presented",2858,"M","Read","USM",1
"5b0486dd331e8100018f740d","Presented",2973,"M","Read","USM",1
"5b0486dd331e8100018f740d","Presented",6690,"M","Read","USM",1
"5b0486dd331e8100018f740d","Presented",2194,"F","Read","USM",0
"5b0486dd331e8100018f740d","Presented",4007,"F","Read","USM",0
"5b0486dd331e8100018f740d","Presented",2860,"F","Read","USM",1
"5b0486dd331e8100018f740d","Presented",2919,"U","Read","USM",0
"5b0486dd331e8100018f740d","Presented",4492,"U","Read","USM",0
"5b0486dd331e8100018f740d","Presented",2847,"M","Read","USM",1
"5b0486dd331e8100018f740d","Presented",3244,"F","Read","USM",0
"5b0486dd331e8100018f740d","Presented",7765,"F","Read","USM",1
"5b0486dd331e8100018f740d","Presented",2116,"M","Read","USM",1
"5b0486dd331e8100018f740d","Presented",4022,"U","Read","USM",0
"5b0486dd331e8100018f740d","Presented",11124,"F","Read","USM",0
"5b0486dd331e8100018f740d","Presented",2088,"U","Read","USM",1
"5b0486dd331e8100018f740d","Presented",2605,"F","Read","USM",1
"5b0486dd331e8100018f740d","Presented",2122,"U","Read","USM",1
"5b0486dd331e8100018f740d","Presented",3014,"F","Read","USM",1
"5b0486dd331e8100018f740d","Presented",14133,"U","Read","USM",0
"5b0486dd331e8100018f740d","Presented",4155,"U","Read","USM",1
"5b0486dd331e8100018f740d","Presented",4103,"M","Read","USM",1
"5b0486dd331e8100018f740d","Presented",2627,"F","Read","USM",1
"5b0486dd331e8100018f740d","Presented",4330,"M","Read","USM",0
"5b0486dd331e8100018f740d","Presented",2327,"U","Read","USM",1
"5b0486dd331e8100018f740d","Presented",5870,"F","Read","USM",1
"5b0486dd331e8100018f740d","Presented",4776,"U","Read","USM",0
"5b0486dd331e8100018f740d","Presented",2248,"M","Read","USM",1
"5b0486dd331e8100018f740d","Presented",2627,"F","Read","USM",1
"5b0486dd331e8100018f740d","Presented",3305,"U","Read","USM",1
"5b0486dd331e8100018f740d","Presented",2498,"M","Read","USM",0
"5b0486dd331e8100018f740d","Presented",2878,"M","Read","USM",0
"5b0486dd331e8100018f740d","Presented",8106,"U","Read","USM",0
"5b0486dd331e8100018f740d","Presented",2768,"F","Read","USM",1
"5b0486dd331e8100018f740d","Presented",2637,"M","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",3192,"U","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",2996,"U","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2355,"F","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",3455,"M","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",1783,"M","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",10507,"M","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2167,"F","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",2157,"M","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",1565,"U","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",2057,"F","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",1685,"U","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",2812,"M","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",2142,"M","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",1840,"M","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2278,"F","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2043,"F","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",1992,"F","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2169,"U","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2617,"U","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2129,"M","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",1865,"F","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2030,"F","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",3141,"M","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",3166,"U","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",2206,"F","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",2065,"U","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2159,"F","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",4178,"U","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2936,"F","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",3588,"U","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",2774,"U","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",2027,"M","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",1900,"F","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",2290,"M","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",1859,"U","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",1792,"F","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",2582,"U","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",1958,"M","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2608,"F","Read","USM",0
"5b684ef482d9db000118fc0a","Presented",1865,"U","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",3089,"M","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2090,"M","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",3646,"U","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2996,"F","Read","USM",1
"5b684ef482d9db000118fc0a","Presented",2252,"M","Read","USM",0
"5b6ffc9399982e000145c789","Presented",1368,"U","Read","USM",0
"5b6ffc9399982e000145c789","Presented",1184,"F","Read","USM",0
"5b6ffc9399982e000145c789","Presented",1576,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1374,"U","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1602,"F","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1729,"U","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1213,"U","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1203,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1682,"U","Read","USM",0
"5b6ffc9399982e000145c789","Presented",1753,"F","Read","USM",1
"5b6ffc9399982e000145c789","Presented",2030,"U","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1260,"F","Read","USM",1
"5b6ffc9399982e000145c789","Presented",2013,"M","Read","USM",0
"5b6ffc9399982e000145c789","Presented",1337,"F","Read","USM",0
"5b6ffc9399982e000145c789","Presented",1500,"F","Read","USM",1
"5b6ffc9399982e000145c789","Presented",7278,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1670,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1474,"F","Read","USM",0
"5b6ffc9399982e000145c789","Presented",3465,"F","Read","USM",0
"5b6ffc9399982e000145c789","Presented",1906,"F","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1455,"U","Read","USM",0
"5b6ffc9399982e000145c789","Presented",1946,"U","Read","USM",0
"5b6ffc9399982e000145c789","Presented",2024,"M","Read","USM",0
"5b6ffc9399982e000145c789","Presented",2125,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1453,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1310,"U","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1869,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1690,"U","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1593,"F","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1954,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1012,"F","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1659,"F","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1707,"U","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1193,"U","Read","USM",0
"5b6ffc9399982e000145c789","Presented",1268,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",2141,"F","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1342,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1407,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1733,"F","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1269,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1129,"M","Read","USM",1
"5b6ffc9399982e000145c789","Presented",1252,"U","Read","USM",1
