"Username","control","Response.RT","Direction","source","encoding","Scored"
"5d5b9c693234e300154e514f","Control",2648,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",2078,"not presented","Prolific","Read",1
"5d5b9c693234e300154e514f","Control",5719,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",8912,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",2747,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",3930,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",4009,"not presented","Prolific","Read",1
"5d5b9c693234e300154e514f","Control",2308,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",3101,"not presented","Prolific","Read",1
"5d5b9c693234e300154e514f","Control",3254,"not presented","Prolific","Read",1
"5d5b9c693234e300154e514f","Control",2127,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",3248,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",2101,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",2241,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",4262,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",2453,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",3465,"not presented","Prolific","Read",1
"5d5b9c693234e300154e514f","Control",2783,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",2620,"not presented","Prolific","Read",1
"5d5b9c693234e300154e514f","Control",1944,"not presented","Prolific","Read",1
"5d5b9c693234e300154e514f","Control",2434,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",2644,"not presented","Prolific","Read",0
"5d5b9c693234e300154e514f","Control",2323,"not presented","Prolific","Read",1
"5db77b2f181176000b66533c","Control",7361,"not presented","Prolific","Read",1
"5db77b2f181176000b66533c","Control",2735,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",3096,"not presented","Prolific","Read",1
"5db77b2f181176000b66533c","Control",2672,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2215,"not presented","Prolific","Read",1
"5db77b2f181176000b66533c","Control",2914,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2289,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",9766,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2801,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",8226,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",15205,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2750,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",6074,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",13805,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",7841,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2403,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2363,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",3974,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2623,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2972,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2062,"not presented","Prolific","Read",1
"5db77b2f181176000b66533c","Control",2206,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",5574,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",3444,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",11190,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",3330,"not presented","Prolific","Read",1
"5db77b2f181176000b66533c","Control",2297,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2412,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2394,"not presented","Prolific","Read",0
"5db77b2f181176000b66533c","Control",2968,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1976,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1867,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1818,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1632,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1875,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1596,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1614,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1629,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1716,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1440,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1353,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1302,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1836,"not presented","Prolific","Read",1
"5dc81a6d28e0d56b16ffeae9","Control",1468,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1411,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1357,"not presented","Prolific","Read",1
"5dc81a6d28e0d56b16ffeae9","Control",1411,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",2437,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1519,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1555,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",2836,"not presented","Prolific","Read",1
"5dc81a6d28e0d56b16ffeae9","Control",1584,"not presented","Prolific","Read",1
"5dc81a6d28e0d56b16ffeae9","Control",1425,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1585,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",2992,"not presented","Prolific","Read",1
"5dc81a6d28e0d56b16ffeae9","Control",2626,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",1330,"not presented","Prolific","Read",0
"5dc81a6d28e0d56b16ffeae9","Control",2145,"not presented","Prolific","Read",1
"5dc81a6d28e0d56b16ffeae9","Control",1518,"not presented","Prolific","Read",1
"5dc81a6d28e0d56b16ffeae9","Control",1672,"not presented","Prolific","Read",0
"5dcf0f73af16d3067b87757f","Control",2990,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2747,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2031,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",4326,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2225,"not presented","Prolific","JOL",1
"5dcf0f73af16d3067b87757f","Control",2039,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2867,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2215,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2445,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2972,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2009,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",1924,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2080,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2693,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2343,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2300,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2732,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2396,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2322,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2171,"not presented","Prolific","JOL",1
"5dcf0f73af16d3067b87757f","Control",1941,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",1890,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",3862,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2414,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",5859,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2596,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2728,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",1965,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2062,"not presented","Prolific","JOL",0
"5dcf0f73af16d3067b87757f","Control",2647,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",3721,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",3336,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2235,"not presented","Prolific","JOL",1
"5e0dd8f36f6c6354500b6208","Control",2315,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",3670,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2197,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2525,"not presented","Prolific","JOL",1
"5e0dd8f36f6c6354500b6208","Control",2956,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",3871,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2556,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",5379,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2825,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2818,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",3095,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2836,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2261,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",3690,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2696,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2456,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",5552,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2296,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",7539,"not presented","Prolific","JOL",1
"5e0dd8f36f6c6354500b6208","Control",2188,"not presented","Prolific","JOL",1
"5e0dd8f36f6c6354500b6208","Control",2139,"not presented","Prolific","JOL",1
"5e0dd8f36f6c6354500b6208","Control",3023,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",3163,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2531,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",3160,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2375,"not presented","Prolific","JOL",0
"5e0dd8f36f6c6354500b6208","Control",2568,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",4802,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3556,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3475,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3938,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3997,"not presented","Prolific","JOL",1
"5e593e1b5f129b0168be047a","Control",3671,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3849,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3416,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3760,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3736,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3467,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3559,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3585,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3453,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3366,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3647,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3997,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",5800,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",5529,"not presented","Prolific","JOL",1
"5e593e1b5f129b0168be047a","Control",4034,"not presented","Prolific","JOL",1
"5e593e1b5f129b0168be047a","Control",5979,"not presented","Prolific","JOL",1
"5e593e1b5f129b0168be047a","Control",3528,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",4589,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3708,"not presented","Prolific","JOL",1
"5e593e1b5f129b0168be047a","Control",7539,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",4244,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",6522,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",4440,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",4053,"not presented","Prolific","JOL",0
"5e593e1b5f129b0168be047a","Control",3640,"not presented","Prolific","JOL",0
"5e722d54811ec3046b5defbd","Control",4290,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2543,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2202,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2254,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",3122,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2573,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2400,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",3673,"not presented","Prolific","Read",1
"5e722d54811ec3046b5defbd","Control",2939,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2124,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2242,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2040,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2080,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2066,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",8277,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",5770,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",3106,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",3369,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",3315,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",4684,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2592,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2401,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",2521,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",7430,"not presented","Prolific","Read",1
"5e722d54811ec3046b5defbd","Control",2497,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",3427,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",4006,"not presented","Prolific","Read",1
"5e722d54811ec3046b5defbd","Control",4442,"not presented","Prolific","Read",0
"5e722d54811ec3046b5defbd","Control",5221,"not presented","Prolific","Read",1
"5e722d54811ec3046b5defbd","Control",3134,"not presented","Prolific","Read",0
"5e9be431770087106829bec7","Control",2098,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",2320,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1902,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",2678,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",2272,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1408,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1021,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1897,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",4317,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1970,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",2958,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",4590,"not presented","Prolific","JOL",1
"5e9be431770087106829bec7","Control",1898,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1562,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1477,"not presented","Prolific","JOL",1
"5e9be431770087106829bec7","Control",2097,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1202,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1017,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1162,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1332,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1246,"not presented","Prolific","JOL",1
"5e9be431770087106829bec7","Control",1744,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1090,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",2391,"not presented","Prolific","JOL",1
"5e9be431770087106829bec7","Control",1594,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1845,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1858,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1127,"not presented","Prolific","JOL",0
"5e9be431770087106829bec7","Control",1265,"not presented","Prolific","JOL",1
"5e9be431770087106829bec7","Control",1947,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",3167,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",3603,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2215,"not presented","Prolific","JOL",1
"5ea950e4befef302772be716","Control",2567,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2895,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2311,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2389,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",1905,"not presented","Prolific","JOL",1
"5ea950e4befef302772be716","Control",2015,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2404,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2141,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",1893,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2473,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",1850,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2874,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2223,"not presented","Prolific","JOL",1
"5ea950e4befef302772be716","Control",2357,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2233,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2287,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2474,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2066,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2878,"not presented","Prolific","JOL",1
"5ea950e4befef302772be716","Control",3175,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2353,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2085,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2400,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",1990,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",2395,"not presented","Prolific","JOL",1
"5ea950e4befef302772be716","Control",2453,"not presented","Prolific","JOL",0
"5ea950e4befef302772be716","Control",1975,"not presented","Prolific","JOL",0
"5ea954b828c814030440af23","Control",4373,"not presented","Prolific","Read",1
"5ea954b828c814030440af23","Control",1510,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",4126,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",1758,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",1452,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",1761,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",2431,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",1101,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",1702,"not presented","Prolific","Read",1
"5ea954b828c814030440af23","Control",1928,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",1242,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",1170,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",2202,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",1662,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",2299,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",2408,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",1942,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",1314,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",2060,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",3424,"not presented","Prolific","Read",1
"5ea954b828c814030440af23","Control",3466,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",7748,"not presented","Prolific","Read",1
"5ea954b828c814030440af23","Control",1175,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",2131,"not presented","Prolific","Read",1
"5ea954b828c814030440af23","Control",1679,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",2312,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",2008,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",2386,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",14324,"not presented","Prolific","Read",0
"5ea954b828c814030440af23","Control",2007,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",3656,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",3178,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2530,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2231,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",3115,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",3714,"not presented","Prolific","Read",1
"5eb331bc1f70081249e6fb7a","Control",2099,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",3400,"not presented","Prolific","Read",1
"5eb331bc1f70081249e6fb7a","Control",2543,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2353,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2361,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2216,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",3085,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2210,"not presented","Prolific","Read",1
"5eb331bc1f70081249e6fb7a","Control",2879,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2414,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2105,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2088,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2682,"not presented","Prolific","Read",1
"5eb331bc1f70081249e6fb7a","Control",1843,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2966,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2036,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2510,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",3937,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2106,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",2170,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",3935,"not presented","Prolific","Read",1
"5eb331bc1f70081249e6fb7a","Control",1974,"not presented","Prolific","Read",0
"5eb331bc1f70081249e6fb7a","Control",3633,"not presented","Prolific","Read",1
"5eb331bc1f70081249e6fb7a","Control",2909,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",1778,"not presented","Prolific","Read",1
"5eb41e0f7e240422f415ce86","Control",2076,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2240,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2119,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2367,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",1973,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2289,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2200,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",1730,"not presented","Prolific","Read",1
"5eb41e0f7e240422f415ce86","Control",2448,"not presented","Prolific","Read",1
"5eb41e0f7e240422f415ce86","Control",2135,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2067,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",1801,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2289,"not presented","Prolific","Read",1
"5eb41e0f7e240422f415ce86","Control",1831,"not presented","Prolific","Read",1
"5eb41e0f7e240422f415ce86","Control",1827,"not presented","Prolific","Read",1
"5eb41e0f7e240422f415ce86","Control",1727,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",1594,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2130,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",3258,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",1972,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2937,"not presented","Prolific","Read",1
"5eb41e0f7e240422f415ce86","Control",1707,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2023,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",3086,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2476,"not presented","Prolific","Read",1
"5eb41e0f7e240422f415ce86","Control",1911,"not presented","Prolific","Read",0
"5eb41e0f7e240422f415ce86","Control",2886,"not presented","Prolific","Read",1
"5eb41e0f7e240422f415ce86","Control",1854,"not presented","Prolific","Read",1
"5eb41e0f7e240422f415ce86","Control",2081,"not presented","Prolific","Read",0
"5eeaff91fd89901efebf84b4","Control",2216,"not presented","Prolific","Read",0
"5eeaff91fd89901efebf84b4","Control",2164,"not presented","Prolific","Read",0
"5eeaff91fd89901efebf84b4","Control",2210,"not presented","Prolific","Read",0
"5eeaff91fd89901efebf84b4","Control",2713,"not presented","Prolific","Read",0
"5eeaff91fd89901efebf84b4","Control",6005,"not presented","Prolific","Read",0
"5eeaff91fd89901efebf84b4","Control",4130,"not presented","Prolific","Read",0
"5eeaff91fd89901efebf84b4","Control",1994,"not presented","Prolific","Read",0
"5eeaff91fd89901efebf84b4","Control",4997,"not presented","Prolific","Read",0
"5eeaff91fd89901efebf84b4","Control",2032,"not presented","Prolific","Read",0
"5eeaff91fd89901efebf84b4","Control",1916,"not presented","Prolific","Read",0
"5eeaff91fd89901efebf84b4","Control",5311,"not presented","Prolific","Read",0
