Cue,Answer,Shuffle,Stimuli Notes,Value
DAYS,WEAKS,BUFFER3,Buffer,1
MONTH,YEAR,BUFFER3,Buffer,2
TOOL,SHED,BUFFER3,Buffer,3
SPRING,MARCH,BUFFER3,Buffer,4
OCTOBER,SPOOKY,BUFFER3,Buffer,5
CACTUS,PLANT,Study2,F,6
CHOP,CUT,Study2,F,7
CHISEL,HAMMER,Study2,F,8
ATTIRE,CLOTHES,Study2,F,9
CHERRY,RED,Study2,F,10
BLAZE,FIRE,Study2,F,11
DOCUMENT,PAPER,Study2,F,12
INCENSE,SMELL,Study2,F,13
LEAGUE,BASEBALL,Study2,F,14
HORNET,STING,Study2,F,15
FEUD,FIGHT,Study2,F,16
CHILL,COLD,Study2,F,17
HERD,COW,Study2,F,18
WASP,BUG,Study2,F,19
BRIDGE,WATER,Study2,F,20
KING                     ,VASE                     ,Study2,U,21
HAPPY,CAR,Study2,U,22
ART,WOLF,Study2,U,23
STRONG,ACCIDENT,Study2,U,24
SUGAR,RIDDLE,Study2,U,25
PUSH                ,CLUTTER                  ,Study2,U,26
DIETARY                  ,SACK,Study2,U,27
BENCH,HORN,Study2,U,28
DEATH,BUSINESS,Study2,U,29
SICK                     ,HIDE                     ,Study2,U,30
LEASE                    ,TOIL                     ,Study2,U,31
BOTH                     ,OUNCE                    ,Study2,U,32
ARTERY                   ,BRONZE                   ,Study2,U,33
MIRROR,CHILDREN,Study2,U,34
CASH,LEG,Study2,U,35
CARROT,POTATO,BUFFER4,Buffer,36
NOODLE,STRING,BUFFER4,Buffer,37
SHRIMP,FISH,BUFFER4,Buffer,38
ICE,FROZEN,BUFFER4,Buffer,39
CAMP,ADVENTURE,BUFFER4,Buffer,40
 ,TRASH,RECOG,Control,41
 ,MONEY,RECOG,Control,42
 ,HEAD,RECOG,Control,43
 ,DONKEY,RECOG,Control,44
 ,PLANT,RECOG,Control,45
 ,BIRD,RECOG,Control,46
 ,SENTENCE,RECOG,Control,47
 ,CLEAN,RECOG,Control,48
 ,SLEEP,RECOG,Control,49
 ,COW,RECOG,Control,50
 ,LOVE,RECOG,Control,51
 ,DRINK,RECOG,Control,52
 ,CARD,RECOG,Control,53
 ,FLOWER,RECOG,Control,54
 ,FISH,RECOG,Control,55
 ,MAROON                   ,RECOG,Control,56
 ,CLOTH,RECOG,Control,57
 ,STEAK,RECOG,Control,58
 ,ELECTION,RECOG,Control,59
 ,CHARM,RECOG,Control,60
 ,KEYS,RECOG,Control,61
 ,PHONE,RECOG,Control,62
 ,SHAKE,RECOG,Control,63
 ,FICTION,RECOG,Control,64
 ,ROD,RECOG,Control,65
 ,BELT,RECOG,Control,66
 ,TICK,RECOG,Control,67
 ,MORNING,RECOG,Control,68
 ,HAND,RECOG,Control,69
 ,BANG,RECOG,Control,70
 ,PLANT,RECOG,Presented,71
 ,CUT,RECOG,Presented,72
 ,HAMMER,RECOG,Presented,73
 ,CLOTHES,RECOG,Presented,74
 ,RED,RECOG,Presented,75
 ,FIRE,RECOG,Presented,76
 ,PAPER,RECOG,Presented,77
 ,SMELL,RECOG,Presented,78
 ,BASEBALL,RECOG,Presented,79
 ,STING,RECOG,Presented,80
 ,FIGHT,RECOG,Presented,81
 ,COLD,RECOG,Presented,82
 ,COW,RECOG,Presented,83
 ,BUG,RECOG,Presented,84
 ,WATER,RECOG,Presented,85
 ,VASE                     ,RECOG,Presented,86
 ,CAR,RECOG,Presented,87
 ,WOLF,RECOG,Presented,88
 ,ACCIDENT,RECOG,Presented,89
 ,RIDDLE,RECOG,Presented,90
 ,CLUTTER                  ,RECOG,Presented,91
 ,SACK,RECOG,Presented,92
 ,HORN,RECOG,Presented,93
 ,BUSINESS,RECOG,Presented,94
 ,HIDE                     ,RECOG,Presented,95
 ,TOIL                     ,RECOG,Presented,96
 ,OUNCE                    ,RECOG,Presented,97
 ,BRONZE                   ,RECOG,Presented,98
 ,CHILDREN,RECOG,Presented,99
 ,LEG,RECOG,Presented,100
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
 ,,,,
