"i","e","h","m","f","c","dprime","beta","aprime","bppd","c"
"AaliyahMorton","JOL",35,10,3,42,2.17648134902025,2.1126792496207,0.919047619047619,0.470588235294118,0.343654187010435
"AbigayleQuinley","Read",33,12,8,37,1.50484969850025,1.24358381381641,0.858312858312858,0.144508670520231,0.144863227037453
"AdelineMetzger","Read",29,16,14,31,0.843062423932242,1.0515158977694,0.75027808676307,0.0334075723830735,0.0595837671735221
"alliesmith","Read",12,33,3,42,0.824333239307887,2.3177476760551,0.741071428571429,0.517241379310345,1.01972824186662
"AllisonNeel","Read",27,18,11,34,0.922213924848848,1.21748174035376,0.765795206971678,0.130232558139535,0.213382787771658
"AnnelysiaHurd","JOL",31,14,15,30,0.901898667878074,0.973160404071791,0.762365591397849,-0.0180995475113123,-0.0301656452006063
"ayannajones","Read",33,12,2,43,2.21164510498018,3.01010917073701,0.91508104298802,0.643153526970954,0.498260930277415
"BrandyChilson","JOL",42,3,3,42,2.86378972304112,1,0.964285714285714,-1.11517937741366e-16,0
"BrickleighWolfe","Read",35,10,10,35,1.48917297499938,1,0.857142857142857,0,0
"CailinDemps","JOL",36,9,8,37,1.71583759564357,1.06988513057166,0.883633633633634,0.0451612903225805,0.0393692784657929
"CarleyBane","JOL",37,8,12,33,1.50484969850025,0.804127545638535,0.858312858312858,-0.144508670520231,-0.144863227037452
"CatherineJointer","JOL",23,22,6,39,1.10172689428735,1.78047423609829,0.793756967670011,0.367567567567568,0.523614115789274
"ChloeMathes","Read",26,19,13,32,0.735144605169726,1.13786051020421,0.7265625,0.0857142857142857,0.17567938711657
"DavionCole","JOL",37,8,6,39,1.97176563922053,1.19087468996101,0.908177408177408,0.116981132075472,0.0885947433226859
"De'AsiaGaylor","JOL",37,8,10,35,1.64187456378727,0.882180648335623,0.875289575289575,-0.0835913312693498,-0.0763507943939443
"DevyaniPatel","Read",35,10,16,29,1.10653393229229,0.809206175353196,0.799507389162561,-0.14004914004914,-0.191319521353545
"DorienSmith","JOL",37,8,7,38,1.87931424459709,1.08288064230265,0.900071123755334,0.0533807829181495,0.0423690460109671
"EmilyGarrett","Read",35,10,20,25,0.881240415615728,0.765009237053477,0.757142857142857,-0.176470588235294,-0.303966279691825
"emmabaker","JOL",38,7,11,34,1.65651591850559,0.775133903330316,0.876160990712074,-0.16875,-0.153768209056715
"FaithKeller","Read",36,9,20,25,0.955203447472031,0.722040166197515,0.771111111111111,-0.213592233009709,-0.340947795619977
"GabrielleDunnaway","JOL",44,1,13,32,2.38701671869777,0.211787144960731,0.918323863636364,-0.808695652173913,-0.650256669647451
"GabryeleMcCroskey","Read",34,11,12,33,1.28205137240875,0.958004648078151,0.82843137254902,-0.0285714285714286,-0.0334640639917045
"GraceHandler","Read",29,16,17,28,0.666286537326712,0.98099115597472,0.710591133004926,-0.0127659574468086,-0.0288041761292429
"GustavoRamirez","JOL",27,18,7,38,1.22975034296228,1.57067280262535,0.816764132553606,0.292553191489362,0.367150996828373
"IsabellaLittle","Read",38,7,8,37,1.87931424459709,0.923462809228528,0.900071123755334,-0.0533807829181495,-0.0423690460109668
"JadeHuston","JOL",26,19,3,42,1.62378777698885,2.7366923009376,0.858058608058608,0.593548387096774,0.620000973026133
"JamesArmstrong","JOL",19,26,4,41,1.10214543617356,2.26790428423462,0.788831835686778,0.501519756838906,0.742965633555075
"JayFountain","JOL",41,4,20,25,1.43069227975789,0.43695263358571,0.838048780487805,-0.506024096385542,-0.578692211762908
"jazzminescott","Read",29,16,15,30,0.78273113353103,1.02329363596118,0.737356321839081,0.0153172866520787,0.029418121972916
"JoAsiaBurkes","Read",35,10,25,20,0.60793255938365,0.765009237053477,0.696428571428571,-0.176470588235294,-0.440620207807864
"JulietteHingle","JOL",38,7,6,39,2.05650373124246,1.09972848663054,0.915654520917679,0.0639999999999999,0.0462256973117189
"KaDarriusHolmes","JOL",43,2,8,37,2.50137155905508,0.413135784544294,0.93997485857951,-0.549738219895288,-0.353397703239962
"KaitlynHayes","Read",39,6,19,26,1.26637047840124,0.571872296085687,0.820512820512821,-0.357142857142857,-0.441292323732328
"KatelynLaird","Read",25,20,11,34,0.811143678312121,1.24375006720522,0.742941176470588,0.1441647597254,0.268917911040021
"KathyDejnowski","Read",41,4,4,41,2.58807670328371,1,0.951219512195122,8.56784155817813e-17,0
"KeeliSmith","JOL",42,3,6,39,2.50637242445351,0.638961912903214,0.945054945054945,-0.3,-0.178708649293805
"KeonaHollingsworth","JOL",44,1,7,38,2.82579119730585,0.295955242620986,0.953648325358852,-0.716129032258064,-0.430869430343412
"KimberleePoiroux","Read",32,13,11,34,1.21774143989751,1.08318634006993,0.818474264705882,0.0531645569620253,0.0656190302473244
"KristinaDiamond","Read",27,18,18,27,0.495448349305532,1,0.666666666666667,0,0
"LaurenRimes","Read",35,10,9,36,1.56313600685568,1.05951063786693,0.866269841269841,0.0385756676557862,0.0369815159281516
"LondinRatliff","JOL",36,9,8,37,1.71583759564357,1.06988513057166,0.883633633633634,0.0451612903225805,0.0393692784657929
"MadelynTeague","JOL",34,11,5,40,1.85165279711672,1.5926323414425,0.894485294117647,0.303135888501742,0.251336648362276
"MaeganBroder","Read",27,18,24,21,0.165895066457348,0.973034605279082,0.563492063492063,-0.0181818181818182,-0.164776641424092
"margowahden","Read",33,12,20,25,0.744215550328712,0.839265298629555,0.728484848484849,-0.116071428571428,-0.235453847048317
"MarleyCortez","Read",24,21,7,38,1.06385527650493,1.61420035228332,0.788925438596491,0.309090909090909,0.450098530057047
"MeganRobbins","Read",8,37,1,44,0.946476952708758,3.65893380604662,0.758522727272727,0.741176470588235,1.37052655264196
"MirandaSouth","JOL",36,9,13,32,1.36180120905742,0.829070190430069,0.839409722222222,-0.124324324324324,-0.13764891482728
"mollyroberts","JOL",43,2,4,41,2.89812183440936,0.638091057744612,0.964549064095292,-0.312,-0.155022565562823
"NicoleHill","Read",35,10,25,20,0.60793255938365,0.765009237053477,0.696428571428571,-0.176470588235294,-0.440620207807864
"ShamaraConerly","JOL",27,18,9,36,1.06627369400876,1.35571369041857,0.791666666666667,0.2,0.285412672351613
"SherayaJenkins","Read",14,31,8,37,0.416173097147935,1.33219390300178,0.647683397683398,0.189041095890411,0.68920152771361
"TaleeyahPerry","Read",21,24,12,33,0.525732514017255,1.19867593596493,0.675324675324675,0.12,0.344695365204045
"TaneishaStevens","Read",20,25,10,35,0.60793255938365,1.30717375890992,0.696428571428571,0.176470588235294,0.440620207807864
"TanijaCarter","Read",23,22,18,27,0.274973506007168,1.03077646764887,0.600644122383253,0.0201612903225807,0.110237421649182
"TaylorBarnes","JOL",27,18,8,37,1.14501225094034,1.45045791869125,0.804304304304304,0.242966751918159,0.324781950817406
