"Username","control","Response.RT","Direction","source","Scored","encoding"
"5c36415362073c000166c847","Presented",5776,"U","Prolific",0,"Read"
"5c36415362073c000166c847","Presented",3250,"F","Prolific",1,"Read"
"5c36415362073c000166c847","Presented",3569,"U","Prolific",1,"Read"
"5c36415362073c000166c847","Presented",3816,"U","Prolific",1,"Read"
"5c36415362073c000166c847","Presented",4530,"F","Prolific",0,"Read"
"5c36415362073c000166c847","Control",4694,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",8676,"not presented","Prolific",0,"Read"
"5c36415362073c000166c847","Control",6636,"not presented","Prolific",0,"Read"
"5c36415362073c000166c847","Control",3778,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",5142,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",3364,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",3533,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",5297,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",4042,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",4482,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",4765,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",3746,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",8900,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",6765,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",3899,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",3928,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",10477,"not presented","Prolific",0,"Read"
"5c36415362073c000166c847","Control",4643,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",4309,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",4122,"not presented","Prolific",0,"Read"
"5c36415362073c000166c847","Control",5643,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",8102,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",3906,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",6134,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",4550,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",4087,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",5116,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",5038,"not presented","Prolific",1,"Read"
"5c36415362073c000166c847","Control",2958,"not presented","Prolific",0,"Read"
"5c36415362073c000166c847","Control",3253,"not presented","Prolific",1,"Read"
"5c3e6c9208a31d000166c3dc","Presented",6312,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2625,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2789,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2397,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2651,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2815,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",3906,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",10873,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2746,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2556,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2596,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",3218,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",4087,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",3127,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2842,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",5022,"U","Prolific",0,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2531,"U","Prolific",0,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",3161,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2809,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2899,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2829,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2894,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",4013,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",3559,"U","Prolific",0,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",3233,"F","Prolific",0,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",7908,"F","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2791,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2481,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",4353,"F","Prolific",0,"JOL"
"5c3e6c9208a31d000166c3dc","Presented",2335,"U","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",4431,"not presented","Prolific",0,"JOL"
"5c3e6c9208a31d000166c3dc","Control",4368,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2877,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2284,"not presented","Prolific",0,"JOL"
"5c3e6c9208a31d000166c3dc","Control",5174,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",3100,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2891,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2578,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2943,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2528,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2707,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2413,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",3714,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2688,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2854,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2792,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2744,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2652,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2729,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2875,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2913,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",3138,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2435,"not presented","Prolific",0,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2613,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2897,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",3020,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",3014,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",3071,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",2532,"not presented","Prolific",1,"JOL"
"5c3e6c9208a31d000166c3dc","Control",3510,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",1927,"U","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",2096,"U","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",2175,"F","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",1852,"F","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",4081,"U","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",1615,"F","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",2289,"U","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",2073,"F","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",1961,"F","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",2995,"F","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",2005,"U","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",1761,"U","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",2331,"F","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",1671,"F","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",2442,"U","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",2305,"F","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",2387,"U","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",2767,"F","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",2159,"U","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",1690,"F","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",2142,"U","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",2046,"U","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",2457,"F","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",1758,"U","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",1920,"F","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",1816,"U","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",2036,"F","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",2508,"U","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Presented",3754,"U","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Presented",10680,"F","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",2652,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",1618,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",1646,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",1810,"not presented","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Control",1979,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",2060,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",2360,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",2039,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",1843,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",13298,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",1747,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",1904,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",2223,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",1904,"not presented","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Control",1699,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",1794,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",5039,"not presented","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Control",1770,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",2641,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",5545,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",2132,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",9096,"not presented","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Control",3624,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",2123,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",1715,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",1926,"not presented","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Control",2662,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",2083,"not presented","Prolific",1,"JOL"
"5c3fb797e0ea820001468de2","Control",1847,"not presented","Prolific",0,"JOL"
"5c3fb797e0ea820001468de2","Control",1935,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",2973,"U","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",2783,"F","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",2895,"U","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",5355,"F","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",4686,"U","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",2870,"U","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",2748,"U","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",2965,"F","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",3781,"U","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",5099,"F","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",2914,"F","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",2826,"F","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",2958,"F","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",2641,"F","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",3009,"F","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",4222,"U","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",2661,"U","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",3274,"U","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",2808,"U","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",2793,"F","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",2722,"F","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",4067,"F","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",2737,"U","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",2669,"U","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",2828,"F","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",2852,"F","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",3396,"U","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Presented",3296,"U","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",2897,"F","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Presented",2698,"U","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",4509,"not presented","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Control",2847,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",3147,"not presented","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Control",2880,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2919,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",3109,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",3137,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",5131,"not presented","Prolific",0,"JOL"
"5c51d18698b0ff000110da96","Control",2742,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2683,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",3203,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2685,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2874,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2485,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2828,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2739,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2643,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2609,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2936,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2774,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2837,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2765,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",3146,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2890,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2858,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",4145,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2674,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2891,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",2785,"not presented","Prolific",1,"JOL"
"5c51d18698b0ff000110da96","Control",17396,"not presented","Prolific",1,"JOL"
"5c5409f49fcbc40001dc0b4d","Presented",1508,"U","Prolific",0,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1174,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1382,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1503,"F","Prolific",0,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1023,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1418,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1579,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1491,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1777,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1508,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1926,"U","Prolific",0,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",2173,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1259,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1496,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1569,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1628,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1189,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1340,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1602,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1116,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1192,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1603,"U","Prolific",0,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1254,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1292,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1655,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1513,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1303,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1502,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1482,"U","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Presented",1569,"F","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",3200,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",2318,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",7564,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1741,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1534,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1507,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1660,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1715,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",2841,"not presented","Prolific",0,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1218,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1395,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",2257,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",2471,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1547,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1731,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1609,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1394,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1146,"not presented","Prolific",0,"Read"
"5c5409f49fcbc40001dc0b4d","Control",2485,"not presented","Prolific",0,"Read"
"5c5409f49fcbc40001dc0b4d","Control",3203,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1532,"not presented","Prolific",0,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1175,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",3085,"not presented","Prolific",0,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1597,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1206,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1387,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1627,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1796,"not presented","Prolific",0,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1259,"not presented","Prolific",1,"Read"
"5c5409f49fcbc40001dc0b4d","Control",1318,"not presented","Prolific",0,"Read"
"5c5caa79cfdd2800011fc34f","Presented",1741,"U","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",4501,"U","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",3860,"F","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2402,"F","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2205,"U","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2838,"F","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2035,"U","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2141,"F","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2292,"F","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2039,"F","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2892,"U","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2667,"U","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2196,"F","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",3286,"F","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2914,"U","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2616,"F","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",1933,"U","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",3746,"F","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2602,"U","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2189,"F","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2223,"U","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2503,"U","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2505,"F","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",1925,"U","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",1866,"F","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",1772,"U","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2067,"F","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2015,"U","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2714,"U","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Presented",2488,"F","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Control",4949,"not presented","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Control",3399,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",4566,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",3055,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2874,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",6979,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",3259,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2598,"not presented","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Control",3993,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2590,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2447,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2114,"not presented","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Control",1882,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2249,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",1745,"not presented","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Control",4336,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2112,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",1667,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2492,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",3792,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",3806,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2564,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",1887,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2227,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2896,"not presented","Prolific",0,"JOL"
"5c5caa79cfdd2800011fc34f","Control",7524,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2105,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2148,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",2885,"not presented","Prolific",1,"JOL"
"5c5caa79cfdd2800011fc34f","Control",1757,"not presented","Prolific",1,"JOL"
"5c6342cbfaca5c000186e2f5","Presented",3321,"U","Prolific",1,"JOL"
"5c6342cbfaca5c000186e2f5","Presented",1817,"F","Prolific",1,"JOL"
"5c6342cbfaca5c000186e2f5","Presented",2746,"U","Prolific",1,"JOL"
"5c6342cbfaca5c000186e2f5","Presented",3007,"F","Prolific",1,"JOL"
"5c6342cbfaca5c000186e2f5","Presented",2657,"U","Prolific",1,"JOL"
"5c6342cbfaca5c000186e2f5","Presented",2816,"U","Prolific",1,"JOL"
