"Username","control","Response.RT","Direction","encoding","source","Scored"
"AaliyahMorton","Presented",3132,"U","JOL","USM",0
"AaliyahMorton","Presented",1928,"U","JOL","USM",1
"AaliyahMorton","Presented",4574,"F","JOL","USM",0
"AaliyahMorton","Presented",3590,"U","JOL","USM",1
"AaliyahMorton","Control",4308,"not presented","JOL","USM",1
"AaliyahMorton","Control",2602,"not presented","JOL","USM",1
"AaliyahMorton","Control",3330,"not presented","JOL","USM",1
"AaliyahMorton","Control",2541,"not presented","JOL","USM",1
"AaliyahMorton","Control",2771,"not presented","JOL","USM",1
"AaliyahMorton","Control",2471,"not presented","JOL","USM",1
"AaliyahMorton","Control",2388,"not presented","JOL","USM",0
"AaliyahMorton","Control",2461,"not presented","JOL","USM",1
"AaliyahMorton","Control",2916,"not presented","JOL","USM",1
"AaliyahMorton","Control",2627,"not presented","JOL","USM",1
"AaliyahMorton","Control",2118,"not presented","JOL","USM",1
"AaliyahMorton","Control",2836,"not presented","JOL","USM",1
"AaliyahMorton","Control",2460,"not presented","JOL","USM",1
"AaliyahMorton","Control",2796,"not presented","JOL","USM",1
"AaliyahMorton","Control",2149,"not presented","JOL","USM",1
"AaliyahMorton","Control",2146,"not presented","JOL","USM",1
"AaliyahMorton","Control",2158,"not presented","JOL","USM",1
"AaliyahMorton","Control",2940,"not presented","JOL","USM",1
"AaliyahMorton","Control",3332,"not presented","JOL","USM",1
"AaliyahMorton","Control",2461,"not presented","JOL","USM",0
"AaliyahMorton","Control",2854,"not presented","JOL","USM",1
"AaliyahMorton","Control",3554,"not presented","JOL","USM",1
"AaliyahMorton","Control",2079,"not presented","JOL","USM",1
"AaliyahMorton","Control",2546,"not presented","JOL","USM",1
"AaliyahMorton","Control",2032,"not presented","JOL","USM",1
"AaliyahMorton","Control",2318,"not presented","JOL","USM",1
"AaliyahMorton","Control",2168,"not presented","JOL","USM",1
"AaliyahMorton","Control",2165,"not presented","JOL","USM",1
"AaliyahMorton","Control",4273,"not presented","JOL","USM",1
"AaliyahMorton","Control",2925,"not presented","JOL","USM",1
"AaliyahMorton","Control",2372,"not presented","JOL","USM",1
"AaliyahMorton","Control",2403,"not presented","JOL","USM",1
"AaliyahMorton","Control",2486,"not presented","JOL","USM",1
"AaliyahMorton","Control",2068,"not presented","JOL","USM",1
"AaliyahMorton","Control",2075,"not presented","JOL","USM",1
"AaliyahMorton","Control",2570,"not presented","JOL","USM",1
"AaliyahMorton","Control",2331,"not presented","JOL","USM",1
"AaliyahMorton","Control",1953,"not presented","JOL","USM",0
"AaliyahMorton","Control",3194,"not presented","JOL","USM",1
"AaliyahMorton","Control",2168,"not presented","JOL","USM",1
"AaliyahMorton","Control",2412,"not presented","JOL","USM",1
"AaliyahMorton","Control",4871,"not presented","JOL","USM",1
"AaliyahMorton","Control",2480,"not presented","JOL","USM",1
"AaliyahMorton","Control",1958,"not presented","JOL","USM",1
"AaliyahMorton","Control",2791,"not presented","JOL","USM",1
"AbigayleQuinley","Presented",1934,"U","Read","USM",1
"AbigayleQuinley","Presented",2535,"F","Read","USM",0
"AbigayleQuinley","Presented",3015,"M","Read","USM",0
"AbigayleQuinley","Presented",2480,"U","Read","USM",1
"AbigayleQuinley","Presented",3238,"F","Read","USM",1
"AbigayleQuinley","Presented",1877,"U","Read","USM",1
"AbigayleQuinley","Presented",2182,"U","Read","USM",1
"AbigayleQuinley","Presented",2092,"M","Read","USM",1
"AbigayleQuinley","Presented",2306,"U","Read","USM",1
"AbigayleQuinley","Presented",2158,"F","Read","USM",0
"AbigayleQuinley","Presented",2293,"U","Read","USM",1
"AbigayleQuinley","Presented",1869,"F","Read","USM",1
"AbigayleQuinley","Presented",3545,"M","Read","USM",0
"AbigayleQuinley","Presented",2164,"F","Read","USM",0
"AbigayleQuinley","Presented",3178,"F","Read","USM",0
"AbigayleQuinley","Presented",3651,"M","Read","USM",1
"AbigayleQuinley","Presented",2078,"M","Read","USM",1
"AbigayleQuinley","Presented",3035,"F","Read","USM",1
"AbigayleQuinley","Presented",2073,"F","Read","USM",1
"AbigayleQuinley","Presented",3509,"F","Read","USM",1
"AbigayleQuinley","Presented",3031,"U","Read","USM",0
"AbigayleQuinley","Presented",2164,"U","Read","USM",1
"AbigayleQuinley","Presented",2963,"M","Read","USM",0
"AbigayleQuinley","Presented",2180,"M","Read","USM",1
"AbigayleQuinley","Presented",2157,"M","Read","USM",1
"AbigayleQuinley","Presented",2131,"U","Read","USM",1
"AbigayleQuinley","Presented",2197,"M","Read","USM",0
"AbigayleQuinley","Presented",2014,"U","Read","USM",1
"AbigayleQuinley","Presented",2369,"F","Read","USM",0
"AbigayleQuinley","Presented",2833,"M","Read","USM",1
"AbigayleQuinley","Presented",4422,"F","Read","USM",1
"AbigayleQuinley","Presented",1992,"F","Read","USM",1
"AbigayleQuinley","Presented",1834,"U","Read","USM",1
"AbigayleQuinley","Presented",2284,"U","Read","USM",1
"AbigayleQuinley","Presented",2032,"M","Read","USM",1
"AbigayleQuinley","Presented",2061,"F","Read","USM",1
"AbigayleQuinley","Presented",2607,"M","Read","USM",1
"AbigayleQuinley","Presented",2187,"M","Read","USM",1
"AbigayleQuinley","Presented",2211,"F","Read","USM",1
"AbigayleQuinley","Presented",2208,"M","Read","USM",1
"AbigayleQuinley","Presented",2107,"M","Read","USM",0
"AbigayleQuinley","Presented",3101,"U","Read","USM",0
"AbigayleQuinley","Presented",1883,"U","Read","USM",1
"AbigayleQuinley","Presented",2662,"F","Read","USM",1
"AbigayleQuinley","Presented",1773,"U","Read","USM",1
"AbigayleQuinley","Control",3992,"not presented","Read","USM",1
"AbigayleQuinley","Control",2344,"not presented","Read","USM",1
"AbigayleQuinley","Control",3262,"not presented","Read","USM",1
"AbigayleQuinley","Control",2559,"not presented","Read","USM",1
"AbigayleQuinley","Control",2419,"not presented","Read","USM",1
"AbigayleQuinley","Control",2676,"not presented","Read","USM",1
"AbigayleQuinley","Control",3949,"not presented","Read","USM",0
"AbigayleQuinley","Control",1989,"not presented","Read","USM",0
"AbigayleQuinley","Control",2351,"not presented","Read","USM",1
"AbigayleQuinley","Control",4957,"not presented","Read","USM",0
"AbigayleQuinley","Control",3513,"not presented","Read","USM",1
"AbigayleQuinley","Control",2853,"not presented","Read","USM",1
"AbigayleQuinley","Control",2548,"not presented","Read","USM",1
"AbigayleQuinley","Control",2913,"not presented","Read","USM",1
"AbigayleQuinley","Control",2490,"not presented","Read","USM",1
"AbigayleQuinley","Control",3246,"not presented","Read","USM",0
"AbigayleQuinley","Control",2485,"not presented","Read","USM",1
"AbigayleQuinley","Control",2519,"not presented","Read","USM",1
"AbigayleQuinley","Control",3573,"not presented","Read","USM",1
"AbigayleQuinley","Control",2818,"not presented","Read","USM",1
"AbigayleQuinley","Control",2127,"not presented","Read","USM",1
"AbigayleQuinley","Control",2478,"not presented","Read","USM",1
"AbigayleQuinley","Control",4747,"not presented","Read","USM",1
"AbigayleQuinley","Control",2033,"not presented","Read","USM",0
"AbigayleQuinley","Control",2197,"not presented","Read","USM",1
"AbigayleQuinley","Control",2369,"not presented","Read","USM",1
"AbigayleQuinley","Control",3026,"not presented","Read","USM",0
"AbigayleQuinley","Control",2713,"not presented","Read","USM",1
"AbigayleQuinley","Control",2435,"not presented","Read","USM",0
"AbigayleQuinley","Control",3365,"not presented","Read","USM",1
"AbigayleQuinley","Control",2101,"not presented","Read","USM",1
"AbigayleQuinley","Control",2022,"not presented","Read","USM",1
"AbigayleQuinley","Control",2143,"not presented","Read","USM",1
"AbigayleQuinley","Control",2135,"not presented","Read","USM",1
"AbigayleQuinley","Control",2343,"not presented","Read","USM",1
"AbigayleQuinley","Control",2084,"not presented","Read","USM",1
"AbigayleQuinley","Control",1818,"not presented","Read","USM",1
"AbigayleQuinley","Control",2083,"not presented","Read","USM",1
"AbigayleQuinley","Control",2679,"not presented","Read","USM",1
"AbigayleQuinley","Control",1976,"not presented","Read","USM",1
"AbigayleQuinley","Control",2173,"not presented","Read","USM",1
"AbigayleQuinley","Control",2650,"not presented","Read","USM",1
"AbigayleQuinley","Control",3094,"not presented","Read","USM",1
"AbigayleQuinley","Control",2910,"not presented","Read","USM",1
"AbigayleQuinley","Control",2579,"not presented","Read","USM",0
"AdelineMetzger","Presented",2536,"U","Read","USM",0
"AdelineMetzger","Presented",2167,"F","Read","USM",0
"AdelineMetzger","Presented",2592,"M","Read","USM",0
"AdelineMetzger","Presented",2156,"U","Read","USM",1
"AdelineMetzger","Presented",2344,"F","Read","USM",1
"AdelineMetzger","Presented",6292,"U","Read","USM",0
"AdelineMetzger","Presented",2142,"U","Read","USM",1
"AdelineMetzger","Presented",2722,"M","Read","USM",0
"AdelineMetzger","Presented",2781,"U","Read","USM",0
"AdelineMetzger","Presented",14010,"F","Read","USM",0
"AdelineMetzger","Presented",2210,"U","Read","USM",1
"AdelineMetzger","Presented",2865,"F","Read","USM",1
"AdelineMetzger","Presented",2018,"M","Read","USM",1
"AdelineMetzger","Presented",2322,"F","Read","USM",1
"AdelineMetzger","Presented",2882,"F","Read","USM",1
"AdelineMetzger","Presented",2959,"M","Read","USM",0
"AdelineMetzger","Presented",2320,"M","Read","USM",1
"AdelineMetzger","Presented",2335,"F","Read","USM",0
"AdelineMetzger","Presented",3115,"F","Read","USM",1
"AdelineMetzger","Presented",2228,"F","Read","USM",1
"AdelineMetzger","Presented",7095,"U","Read","USM",0
"AdelineMetzger","Presented",2583,"U","Read","USM",1
"AdelineMetzger","Presented",2912,"M","Read","USM",1
"AdelineMetzger","Presented",1949,"M","Read","USM",1
"AdelineMetzger","Presented",2748,"M","Read","USM",1
"AdelineMetzger","Presented",2129,"U","Read","USM",1
"AdelineMetzger","Presented",1924,"M","Read","USM",1
"AdelineMetzger","Presented",2756,"U","Read","USM",1
"AdelineMetzger","Presented",2948,"F","Read","USM",0
"AdelineMetzger","Presented",5333,"M","Read","USM",0
"AdelineMetzger","Presented",2715,"F","Read","USM",1
"AdelineMetzger","Presented",2463,"F","Read","USM",0
"AdelineMetzger","Presented",2715,"U","Read","USM",0
"AdelineMetzger","Presented",11364,"U","Read","USM",0
"AdelineMetzger","Presented",2241,"M","Read","USM",1
"AdelineMetzger","Presented",2831,"F","Read","USM",1
"AdelineMetzger","Presented",2811,"M","Read","USM",1
"AdelineMetzger","Presented",8989,"M","Read","USM",1
"AdelineMetzger","Presented",2505,"F","Read","USM",1
"AdelineMetzger","Presented",3672,"M","Read","USM",1
"AdelineMetzger","Presented",2153,"M","Read","USM",1
"AdelineMetzger","Presented",2845,"U","Read","USM",1
"AdelineMetzger","Presented",2215,"U","Read","USM",1
"AdelineMetzger","Presented",2902,"F","Read","USM",0
"AdelineMetzger","Presented",1996,"U","Read","USM",1
"AdelineMetzger","Control",7285,"not presented","Read","USM",0
"AdelineMetzger","Control",3582,"not presented","Read","USM",1
"AdelineMetzger","Control",3398,"not presented","Read","USM",1
"AdelineMetzger","Control",3330,"not presented","Read","USM",1
"AdelineMetzger","Control",2430,"not presented","Read","USM",1
"AdelineMetzger","Control",3323,"not presented","Read","USM",1
"AdelineMetzger","Control",2632,"not presented","Read","USM",0
"AdelineMetzger","Control",3481,"not presented","Read","USM",1
"AdelineMetzger","Control",2131,"not presented","Read","USM",1
"AdelineMetzger","Control",2251,"not presented","Read","USM",1
"AdelineMetzger","Control",11544,"not presented","Read","USM",1
"AdelineMetzger","Control",2236,"not presented","Read","USM",0
"AdelineMetzger","Control",2162,"not presented","Read","USM",1
"AdelineMetzger","Control",2607,"not presented","Read","USM",0
"AdelineMetzger","Control",2506,"not presented","Read","USM",0
"AdelineMetzger","Control",2588,"not presented","Read","USM",1
"AdelineMetzger","Control",2474,"not presented","Read","USM",1
"AdelineMetzger","Control",4502,"not presented","Read","USM",1
"AdelineMetzger","Control",2390,"not presented","Read","USM",1
"AdelineMetzger","Control",2821,"not presented","Read","USM",1
"AdelineMetzger","Control",4084,"not presented","Read","USM",0
"AdelineMetzger","Control",5873,"not presented","Read","USM",1
"AdelineMetzger","Control",2395,"not presented","Read","USM",0
"AdelineMetzger","Control",2075,"not presented","Read","USM",0
"AdelineMetzger","Control",1882,"not presented","Read","USM",1
"AdelineMetzger","Control",2894,"not presented","Read","USM",0
"AdelineMetzger","Control",4029,"not presented","Read","USM",1
"AdelineMetzger","Control",2115,"not presented","Read","USM",1
"AdelineMetzger","Control",2731,"not presented","Read","USM",0
"AdelineMetzger","Control",4154,"not presented","Read","USM",1
"AdelineMetzger","Control",2170,"not presented","Read","USM",0
"AdelineMetzger","Control",3238,"not presented","Read","USM",1
"AdelineMetzger","Control",6608,"not presented","Read","USM",1
"AdelineMetzger","Control",2878,"not presented","Read","USM",1
"AdelineMetzger","Control",3427,"not presented","Read","USM",1
"AdelineMetzger","Control",2224,"not presented","Read","USM",1
"AdelineMetzger","Control",6723,"not presented","Read","USM",0
"AdelineMetzger","Control",2520,"not presented","Read","USM",1
"AdelineMetzger","Control",29395,"not presented","Read","USM",1
"AdelineMetzger","Control",5372,"not presented","Read","USM",1
"AdelineMetzger","Control",4954,"not presented","Read","USM",1
"AdelineMetzger","Control",2050,"not presented","Read","USM",0
"AdelineMetzger","Control",2838,"not presented","Read","USM",1
"AdelineMetzger","Control",2535,"not presented","Read","USM",1
"AdelineMetzger","Control",2427,"not presented","Read","USM",0
"alliesmith","Presented",1860,"U","Read","USM",0
"alliesmith","Presented",2106,"U","Read","USM",0
"alliesmith","Presented",1726,"F","Read","USM",0
"alliesmith","Presented",1506,"M","Read","USM",0
"alliesmith","Presented",1539,"M","Read","USM",0
"alliesmith","Presented",3022,"M","Read","USM",1
"alliesmith","Presented",1597,"F","Read","USM",0
"alliesmith","Presented",1762,"M","Read","USM",0
"alliesmith","Presented",2457,"U","Read","USM",1
"alliesmith","Presented",2819,"F","Read","USM",0
"alliesmith","Presented",2878,"U","Read","USM",1
"alliesmith","Presented",1877,"M","Read","USM",1
"alliesmith","Presented",2930,"M","Read","USM",0
"alliesmith","Presented",3182,"M","Read","USM",0
"alliesmith","Presented",1595,"F","Read","USM",0
"alliesmith","Presented",2276,"F","Read","USM",1
"alliesmith","Presented",2190,"F","Read","USM",1
"alliesmith","Presented",1767,"U","Read","USM",0
"alliesmith","Presented",1736,"U","Read","USM",0
"alliesmith","Presented",1516,"M","Read","USM",0
"alliesmith","Presented",2964,"F","Read","USM",1
"alliesmith","Presented",8062,"F","Read","USM",1
"alliesmith","Presented",2311,"M","Read","USM",0
"alliesmith","Presented",2480,"U","Read","USM",0
"alliesmith","Presented",19407,"F","Read","USM",0
"alliesmith","Presented",1627,"U","Read","USM",0
"alliesmith","Presented",1844,"F","Read","USM",1
"alliesmith","Presented",1838,"U","Read","USM",0
"alliesmith","Presented",1941,"F","Read","USM",0
"alliesmith","Presented",1623,"U","Read","USM",0
"alliesmith","Presented",1689,"U","Read","USM",0
"alliesmith","Presented",2825,"M","Read","USM",0
"alliesmith","Presented",1844,"F","Read","USM",0
"alliesmith","Presented",1607,"M","Read","USM",0
"alliesmith","Presented",1541,"U","Read","USM",0
"alliesmith","Presented",2559,"F","Read","USM",0
"alliesmith","Presented",1885,"U","Read","USM",0
"alliesmith","Presented",4383,"M","Read","USM",0
"alliesmith","Presented",1485,"F","Read","USM",0
"alliesmith","Presented",1824,"U","Read","USM",0
"alliesmith","Presented",3855,"M","Read","USM",1
"alliesmith","Presented",1570,"M","Read","USM",0
"alliesmith","Presented",2254,"U","Read","USM",1
"alliesmith","Presented",1842,"F","Read","USM",1
"alliesmith","Presented",1534,"M","Read","USM",0
"AllisonNeel","Presented",4638,"U","Read","USM",0
"AllisonNeel","Presented",2433,"F","Read","USM",1
"AllisonNeel","Presented",2573,"M","Read","USM",1
"AllisonNeel","Presented",2266,"U","Read","USM",1
"AllisonNeel","Presented",2461,"F","Read","USM",1
"AllisonNeel","Presented",2470,"U","Read","USM",0
"AllisonNeel","Presented",4076,"U","Read","USM",1
"AllisonNeel","Presented",2201,"M","Read","USM",1
"AllisonNeel","Presented",2429,"U","Read","USM",0
"AllisonNeel","Presented",4498,"F","Read","USM",0
"AllisonNeel","Presented",2203,"U","Read","USM",1
"AllisonNeel","Presented",8904,"F","Read","USM",1
"AllisonNeel","Presented",2612,"M","Read","USM",1
"AllisonNeel","Presented",4677,"F","Read","USM",0
"AllisonNeel","Presented",5544,"F","Read","USM",1
"AllisonNeel","Presented",3350,"M","Read","USM",0
"AllisonNeel","Presented",8983,"M","Read","USM",0
"AllisonNeel","Presented",9877,"F","Read","USM",1
"AllisonNeel","Presented",2614,"F","Read","USM",0
"AllisonNeel","Presented",2684,"F","Read","USM",1
"AllisonNeel","Presented",2983,"U","Read","USM",1
"AllisonNeel","Presented",3730,"U","Read","USM",0
"AllisonNeel","Presented",2130,"M","Read","USM",0
"AllisonNeel","Presented",4734,"M","Read","USM",1
"AllisonNeel","Presented",2250,"M","Read","USM",0
"AllisonNeel","Presented",2105,"U","Read","USM",1
"AllisonNeel","Presented",2108,"M","Read","USM",1
"AllisonNeel","Presented",2152,"U","Read","USM",0
"AllisonNeel","Presented",7013,"F","Read","USM",0
"AllisonNeel","Presented",2932,"M","Read","USM",0
"AllisonNeel","Presented",5245,"F","Read","USM",1
"AllisonNeel","Presented",2434,"F","Read","USM",0
"AllisonNeel","Presented",2423,"U","Read","USM",1
"AllisonNeel","Presented",3505,"U","Read","USM",1
"AllisonNeel","Presented",2031,"M","Read","USM",1
"AllisonNeel","Presented",2267,"F","Read","USM",0
"AllisonNeel","Presented",2991,"M","Read","USM",1
"AllisonNeel","Presented",3347,"M","Read","USM",1
"AllisonNeel","Presented",4377,"F","Read","USM",0
"AllisonNeel","Presented",3069,"M","Read","USM",1
"AllisonNeel","Presented",2347,"M","Read","USM",1
"AllisonNeel","Presented",3066,"U","Read","USM",1
"AllisonNeel","Presented",2317,"U","Read","USM",1
"AllisonNeel","Presented",2981,"F","Read","USM",1
"AllisonNeel","Presented",5935,"U","Read","USM",0
"AllisonNeel","Control",5262,"not presented","Read","USM",1
"AllisonNeel","Control",2533,"not presented","Read","USM",1
"AllisonNeel","Control",10801,"not presented","Read","USM",1
"AllisonNeel","Control",3951,"not presented","Read","USM",1
"AllisonNeel","Control",2312,"not presented","Read","USM",1
"AllisonNeel","Control",10009,"not presented","Read","USM",1
"AllisonNeel","Control",2335,"not presented","Read","USM",1
"AllisonNeel","Control",5281,"not presented","Read","USM",0
"AllisonNeel","Control",8066,"not presented","Read","USM",1
"AllisonNeel","Control",2821,"not presented","Read","USM",0
"AllisonNeel","Control",3414,"not presented","Read","USM",1
"AllisonNeel","Control",2498,"not presented","Read","USM",1
"AllisonNeel","Control",2105,"not presented","Read","USM",1
"AllisonNeel","Control",4900,"not presented","Read","USM",0
"AllisonNeel","Control",2506,"not presented","Read","USM",1
"AllisonNeel","Control",4719,"not presented","Read","USM",1
"AllisonNeel","Control",3420,"not presented","Read","USM",1
"AllisonNeel","Control",11167,"not presented","Read","USM",1
"AllisonNeel","Control",3880,"not presented","Read","USM",1
"AllisonNeel","Control",2678,"not presented","Read","USM",1
"AllisonNeel","Control",8716,"not presented","Read","USM",1
"AllisonNeel","Control",5477,"not presented","Read","USM",1
"AllisonNeel","Control",2430,"not presented","Read","USM",0
"AllisonNeel","Control",3180,"not presented","Read","USM",1
"AllisonNeel","Control",2097,"not presented","Read","USM",1
"AllisonNeel","Control",7104,"not presented","Read","USM",0
"AllisonNeel","Control",3856,"not presented","Read","USM",1
"AllisonNeel","Control",6460,"not presented","Read","USM",1
"AllisonNeel","Control",2361,"not presented","Read","USM",1
"AllisonNeel","Control",5204,"not presented","Read","USM",0
"AllisonNeel","Control",3611,"not presented","Read","USM",1
"AllisonNeel","Control",3614,"not presented","Read","USM",0
"AllisonNeel","Control",2939,"not presented","Read","USM",1
"AllisonNeel","Control",2769,"not presented","Read","USM",1
"AllisonNeel","Control",2837,"not presented","Read","USM",0
"AllisonNeel","Control",5276,"not presented","Read","USM",0
"AllisonNeel","Control",2653,"not presented","Read","USM",1
"AllisonNeel","Control",2775,"not presented","Read","USM",1
"AllisonNeel","Control",2384,"not presented","Read","USM",1
"AllisonNeel","Control",3762,"not presented","Read","USM",1
"AllisonNeel","Control",2613,"not presented","Read","USM",0
"AllisonNeel","Control",4348,"not presented","Read","USM",1
"AllisonNeel","Control",6269,"not presented","Read","USM",1
"AllisonNeel","Control",8503,"not presented","Read","USM",0
"AllisonNeel","Control",3381,"not presented","Read","USM",1
"AmyiaKimes","Presented",3365,"U","JOL","USM",0
"AmyiaKimes","Presented",2288,"F","JOL","USM",0
"AmyiaKimes","Presented",2710,"M","JOL","USM",1
"AmyiaKimes","Presented",1762,"U","JOL","USM",1
"AmyiaKimes","Presented",1743,"F","JOL","USM",1
"AmyiaKimes","Presented",2086,"U","JOL","USM",1
"AmyiaKimes","Presented",1649,"U","JOL","USM",1
"AmyiaKimes","Presented",2082,"M","JOL","USM",1
"AmyiaKimes","Presented",1679,"U","JOL","USM",1
"AmyiaKimes","Presented",2703,"F","JOL","USM",0
"AmyiaKimes","Presented",2351,"U","JOL","USM",1
"AmyiaKimes","Presented",2057,"F","JOL","USM",1
"AmyiaKimes","Presented",1716,"M","JOL","USM",1
"AmyiaKimes","Presented",2416,"F","JOL","USM",1
"AmyiaKimes","Presented",2701,"F","JOL","USM",1
"AmyiaKimes","Presented",2410,"M","JOL","USM",0
"AmyiaKimes","Presented",1661,"M","JOL","USM",1
"AmyiaKimes","Presented",2597,"F","JOL","USM",1
"AmyiaKimes","Presented",2492,"F","JOL","USM",1
"AmyiaKimes","Presented",3895,"F","JOL","USM",0
"AmyiaKimes","Presented",1933,"U","JOL","USM",1
"AmyiaKimes","Presented",3069,"U","JOL","USM",1
"AmyiaKimes","Presented",1620,"M","JOL","USM",1
"AmyiaKimes","Presented",1920,"M","JOL","USM",1
"AmyiaKimes","Presented",1804,"M","JOL","USM",0
"AmyiaKimes","Presented",2244,"U","JOL","USM",1
"AmyiaKimes","Presented",2412,"M","JOL","USM",1
"AmyiaKimes","Presented",7253,"U","JOL","USM",1
"AmyiaKimes","Presented",1853,"F","JOL","USM",1
"AmyiaKimes","Presented",1679,"M","JOL","USM",1
"AmyiaKimes","Presented",2472,"F","JOL","USM",1
"AmyiaKimes","Presented",2795,"F","JOL","USM",1
"AmyiaKimes","Presented",1996,"U","JOL","USM",1
"AmyiaKimes","Presented",2038,"U","JOL","USM",1
"AmyiaKimes","Presented",1597,"M","JOL","USM",1
"AmyiaKimes","Presented",3403,"M","JOL","USM",1
"AmyiaKimes","Presented",2611,"F","JOL","USM",0
"AmyiaKimes","Presented",2874,"M","JOL","USM",1
"AmyiaKimes","Presented",2202,"F","JOL","USM",1
"AmyiaKimes","Presented",2542,"M","JOL","USM",1
"AmyiaKimes","Presented",1487,"M","JOL","USM",1
"AmyiaKimes","Presented",1891,"U","JOL","USM",1
"AmyiaKimes","Presented",2452,"U","JOL","USM",1
"AmyiaKimes","Presented",3030,"F","JOL","USM",0
"AmyiaKimes","Presented",1851,"U","JOL","USM",1
"AmyiaKimes","Control",5019,"not presented","JOL","USM",0
"AmyiaKimes","Control",2653,"not presented","JOL","USM",0
"AmyiaKimes","Control",2998,"not presented","JOL","USM",1
"AmyiaKimes","Control",2930,"not presented","JOL","USM",1
"AmyiaKimes","Control",2793,"not presented","JOL","USM",1
"AmyiaKimes","Control",2831,"not presented","JOL","USM",1
"AmyiaKimes","Control",2235,"not presented","JOL","USM",0
"AmyiaKimes","Control",2937,"not presented","JOL","USM",1
"AmyiaKimes","Control",1674,"not presented","JOL","USM",0
"AmyiaKimes","Control",1675,"not presented","JOL","USM",0
"AmyiaKimes","Control",1985,"not presented","JOL","USM",1
"AmyiaKimes","Control",1607,"not presented","JOL","USM",0
"AmyiaKimes","Control",1400,"not presented","JOL","USM",0
"AmyiaKimes","Control",1707,"not presented","JOL","USM",0
"AmyiaKimes","Control",3125,"not presented","JOL","USM",1
"AmyiaKimes","Control",2362,"not presented","JOL","USM",1
"AmyiaKimes","Control",1941,"not presented","JOL","USM",1
"AmyiaKimes","Control",3921,"not presented","JOL","USM",1
"AmyiaKimes","Control",3187,"not presented","JOL","USM",1
"AmyiaKimes","Control",1768,"not presented","JOL","USM",0
"AmyiaKimes","Control",1665,"not presented","JOL","USM",0
"AmyiaKimes","Control",2574,"not presented","JOL","USM",0
"AmyiaKimes","Control",1580,"not presented","JOL","USM",0
"AmyiaKimes","Control",2275,"not presented","JOL","USM",1
"AmyiaKimes","Control",1727,"not presented","JOL","USM",0
"AmyiaKimes","Control",2399,"not presented","JOL","USM",0
"AmyiaKimes","Control",1650,"not presented","JOL","USM",0
"AmyiaKimes","Control",2722,"not presented","JOL","USM",1
"AmyiaKimes","Control",2376,"not presented","JOL","USM",1
"AmyiaKimes","Control",1933,"not presented","JOL","USM",0
"AmyiaKimes","Control",3720,"not presented","JOL","USM",1
"AmyiaKimes","Control",4385,"not presented","JOL","USM",0
"AmyiaKimes","Control",2344,"not presented","JOL","USM",1
"AmyiaKimes","Control",2778,"not presented","JOL","USM",1
"AmyiaKimes","Control",2191,"not presented","JOL","USM",1
"AmyiaKimes","Control",2794,"not presented","JOL","USM",1
"AmyiaKimes","Control",2669,"not presented","JOL","USM",1
"AmyiaKimes","Control",2859,"not presented","JOL","USM",1
