"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1"
"w10057028_nfg","duck","bird",3,"Read","swan","Study1","F","Study Phase2",2597,"Recall2"
"w10059334_IMV","bird","bird",3,"Read","swan","Study1","F","Study Phase2",1816,"Recall2"
"W10079507_CEE","bird","bird",3,"Read","swan","Study1","F","Study Phase2",1378,"Recall2"
"w10083877_dzw","bird","bird",3,"Read","swan","Study1","F","Study Phase2",3125,"Recall2"
"w10089472","bird","bird",3,"Read","swan","Study1","F","Study Phase2",800,"Recall2"
"w10124974_tcb","dove","bird",3,"Read","swan","Study1","F","Study Phase2",177,"Recall2"
"W10126626SG","duck","bird",3,"Read","swan","Study1","F","Study Phase2",1491,"Recall2"
"w10126773_AT","bird","bird",3,"Read","swan","Study1","F","Study Phase2",1272,"Recall2"
"w10128864","","bird",3,"Read","swan","Study1","F","Study Phase2",642,"Recall2"
"w10132763akp","lake","bird",3,"Read","swan","Study1","F","Study Phase2",914,"Recall2"
"w10133025_mjc","","bird",3,"Read","swan","Study1","F","Study Phase2",651,"Recall2"
"w10135981JZ","bird","bird",3,"Read","swan","Study1","F","Study Phase2",1935,"Recall2"
"w10140814DO","bird","bird",3,"Read","swan","Study1","F","Study Phase2",3062,"Recall2"
"w10148391-Jk","white","bird",3,"Read","swan","Study1","F","Study Phase2",8267,"Recall2"
"w10151253_ES","bird","bird",3,"Read","swan","Study1","F","Study Phase2",1756,"Recall2"
"w958722_hnm","bird ","bird",3,"Read","swan","Study1","F","Study Phase2",1364,"Recall2"
"10134188andCC","hot","morning",3,"Read","temperature","Study1","U","Study Phase2",1326,"Recall2"
"ArielThomas","weather","morning",3,"Read Recall","temperature","Study1","U","Study Phase2",2569,"Recall2"
"JadeRoss","outside","morning",3,"Read Recall","temperature","Study1","U","Study Phase2",1064,"Recall2"
"MadisonHodge","hot","morning",3,"Read Recall","temperature","Study1","U","Study Phase2",1217,"Recall2"
"MakaylaTemple","morning","morning",3,"Read Recall","temperature","Study1","U","Study Phase2",860,"Recall2"
"w10033523_hp","","morning",3,"Read","temperature","Study1","U","Study Phase2",2118,"Recall2"
"w10053729_jjm","hot","morning",3,"Read","temperature","Study1","U","Study Phase2",588,"Recall2"
"w10057028_nfg","morning","morning",3,"Read","temperature","Study1","U","Study Phase2",1448,"Recall2"
"w10059334_IMV","morning ","morning",3,"Read","temperature","Study1","U","Study Phase2",5530,"Recall2"
"W10079507_CEE","weather","morning",3,"Read","temperature","Study1","U","Study Phase2",1959,"Recall2"
"w10083877_dzw","morning","morning",3,"Read","temperature","Study1","U","Study Phase2",6647,"Recall2"
"w10089472","cold","morning",3,"Read","temperature","Study1","U","Study Phase2",583,"Recall2"
"w10124974_tcb","hot","morning",3,"Read","temperature","Study1","U","Study Phase2",236,"Recall2"
"W10126626SG","","morning",3,"Read","temperature","Study1","U","Study Phase2",3446,"Recall2"
"w10126773_AT","morning","morning",3,"Read","temperature","Study1","U","Study Phase2",1172,"Recall2"
"w10128864","morning","morning",3,"Read","temperature","Study1","U","Study Phase2",1024,"Recall2"
"w10132763akp","hot","morning",3,"Read","temperature","Study1","U","Study Phase2",762,"Recall2"
"w10133025_mjc","","morning",3,"Read","temperature","Study1","U","Study Phase2",953,"Recall2"
"w10135981JZ","chill","morning",3,"Read","temperature","Study1","U","Study Phase2",2089,"Recall2"
"w10140814DO","cold","morning",3,"Read","temperature","Study1","U","Study Phase2",2352,"Recall2"
"w10148391-Jk","cold","morning",3,"Read","temperature","Study1","U","Study Phase2",7575,"Recall2"
"w10151253_ES","plastic","morning",3,"Read","temperature","Study1","U","Study Phase2",1111,"Recall2"
"w958722_hnm","morning ","morning",3,"Read","temperature","Study1","U","Study Phase2",1535,"Recall2"
"10134188andCC","fairy","hair",3,"Read","tooth","Study1","M","Study Phase2",520,"Recall2"
"ArielThomas","dentist","hair",3,"Read Recall","tooth","Study1","M","Study Phase2",3421,"Recall2"
"JadeRoss","","hair",3,"Read Recall","tooth","Study1","M","Study Phase2",1421,"Recall2"
"MadisonHodge","ache","hair",3,"Read Recall","tooth","Study1","M","Study Phase2",1047,"Recall2"
"MakaylaTemple","ache","hair",3,"Read Recall","tooth","Study1","M","Study Phase2",743,"Recall2"
"w10033523_hp","paste","hair",3,"Read","tooth","Study1","M","Study Phase2",623,"Recall2"
"w10053729_jjm","nail","hair",3,"Read","tooth","Study1","M","Study Phase2",561,"Recall2"
"w10057028_nfg","brush","hair",3,"Read","tooth","Study1","M","Study Phase2",4738,"Recall2"
"w10059334_IMV","fairy","hair",3,"Read","tooth","Study1","M","Study Phase2",6152,"Recall2"
"W10079507_CEE","hairy","hair",3,"Read","tooth","Study1","M","Study Phase2",1028,"Recall2"
"w10083877_dzw","hair","hair",3,"Read","tooth","Study1","M","Study Phase2",3261,"Recall2"
"w10089472","fairy","hair",3,"Read","tooth","Study1","M","Study Phase2",710,"Recall2"
"w10124974_tcb","teeth","hair",3,"Read","tooth","Study1","M","Study Phase2",191,"Recall2"
"W10126626SG","","hair",3,"Read","tooth","Study1","M","Study Phase2",1063,"Recall2"
"w10126773_AT","ache","hair",3,"Read","tooth","Study1","M","Study Phase2",708,"Recall2"
"w10128864","hair","hair",3,"Read","tooth","Study1","M","Study Phase2",683,"Recall2"
"w10132763akp","ache","hair",3,"Read","tooth","Study1","M","Study Phase2",878,"Recall2"
"w10133025_mjc","hair","hair",3,"Read","tooth","Study1","M","Study Phase2",473,"Recall2"
"w10135981JZ","mouth","hair",3,"Read","tooth","Study1","M","Study Phase2",1038,"Recall2"
"w10140814DO","fairy","hair",3,"Read","tooth","Study1","M","Study Phase2",2379,"Recall2"
"w10148391-Jk","fairy","hair",3,"Read","tooth","Study1","M","Study Phase2",9916,"Recall2"
"w10151253_ES","hair","hair",3,"Read","tooth","Study1","M","Study Phase2",1240,"Recall2"
"w958722_hnm","hair","hair",3,"Read","tooth","Study1","M","Study Phase2",2090,"Recall2"
"10134188andCC","sap","syrup",3,"Read","tree","Study1","M","Study Phase2",956,"Recall2"
"ArielThomas","greens","syrup",3,"Read Recall","tree","Study1","M","Study Phase2",8750,"Recall2"
"JadeRoss","","syrup",3,"Read Recall","tree","Study1","M","Study Phase2",986,"Recall2"
"MadisonHodge","house","syrup",3,"Read Recall","tree","Study1","M","Study Phase2",1305,"Recall2"
"MakaylaTemple","house","syrup",3,"Read Recall","tree","Study1","M","Study Phase2",1650,"Recall2"
"w10033523_hp","bark","syrup",3,"Read","tree","Study1","M","Study Phase2",716,"Recall2"
"w10053729_jjm","branch","syrup",3,"Read","tree","Study1","M","Study Phase2",539,"Recall2"
"w10057028_nfg","green","syrup",3,"Read","tree","Study1","M","Study Phase2",2032,"Recall2"
"w10059334_IMV","green","syrup",3,"Read","tree","Study1","M","Study Phase2",5416,"Recall2"
"W10079507_CEE","green","syrup",3,"Read","tree","Study1","M","Study Phase2",1975,"Recall2"
"w10083877_dzw","root","syrup",3,"Read","tree","Study1","M","Study Phase2",3048,"Recall2"
"w10089472","branch","syrup",3,"Read","tree","Study1","M","Study Phase2",893,"Recall2"
"w10124974_tcb","tree","syrup",3,"Read","tree","Study1","M","Study Phase2",178,"Recall2"
"W10126626SG","green","syrup",3,"Read","tree","Study1","M","Study Phase2",1880,"Recall2"
"w10126773_AT","green","syrup",3,"Read","tree","Study1","M","Study Phase2",996,"Recall2"
"w10128864","","syrup",3,"Read","tree","Study1","M","Study Phase2",591,"Recall2"
"w10132763akp","bird","syrup",3,"Read","tree","Study1","M","Study Phase2",911,"Recall2"
"w10133025_mjc","orchid","syrup",3,"Read","tree","Study1","M","Study Phase2",894,"Recall2"
"w10135981JZ","syrup","syrup",3,"Read","tree","Study1","M","Study Phase2",4843,"Recall2"
"w10140814DO","green","syrup",3,"Read","tree","Study1","M","Study Phase2",2540,"Recall2"
"w10148391-Jk","green","syrup",3,"Read","tree","Study1","M","Study Phase2",10138,"Recall2"
"w10151253_ES","green","syrup",3,"Read","tree","Study1","M","Study Phase2",720,"Recall2"
"w958722_hnm","syrup","syrup",3,"Read","tree","Study1","M","Study Phase2",1420,"Recall2"
"10134188andCC","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",895,"Recall2"
"ArielThomas","fish","fish",3,"Read Recall","tuna","Study1","F","Study Phase2",2900,"Recall2"
"JadeRoss","fish","fish",3,"Read Recall","tuna","Study1","F","Study Phase2",1809,"Recall2"
"MadisonHodge","fish","fish",3,"Read Recall","tuna","Study1","F","Study Phase2",1094,"Recall2"
"MakaylaTemple","fish","fish",3,"Read Recall","tuna","Study1","F","Study Phase2",1062,"Recall2"
"w10033523_hp","meat","fish",3,"Read","tuna","Study1","F","Study Phase2",896,"Recall2"
"w10053729_jjm","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",503,"Recall2"
"w10057028_nfg","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",977,"Recall2"
"w10059334_IMV","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",2169,"Recall2"
"W10079507_CEE","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",830,"Recall2"
"w10083877_dzw","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",2031,"Recall2"
"w10089472","can","fish",3,"Read","tuna","Study1","F","Study Phase2",676,"Recall2"
"w10124974_tcb","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",396,"Recall2"
"W10126626SG","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",3141,"Recall2"
"w10126773_AT","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",883,"Recall2"
"w10128864","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",503,"Recall2"
"w10132763akp","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",1240,"Recall2"
"w10133025_mjc","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",893,"Recall2"
"w10135981JZ","shrimp","fish",3,"Read","tuna","Study1","F","Study Phase2",1600,"Recall2"
"w10140814DO","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",2484,"Recall2"
"w10148391-Jk","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",7087,"Recall2"
"w10151253_ES","fish","fish",3,"Read","tuna","Study1","F","Study Phase2",944,"Recall2"
"w958722_hnm","fish ","fish",3,"Read","tuna","Study1","F","Study Phase2",1240,"Recall2"
"10134188andCC","car","charm",3,"Read","vehicle","Study1","U","Study Phase2",475,"Recall2"
"ArielThomas","car","charm",3,"Read Recall","vehicle","Study1","U","Study Phase2",8413,"Recall2"
"JadeRoss","car","charm",3,"Read Recall","vehicle","Study1","U","Study Phase2",3334,"Recall2"
"MadisonHodge","car","charm",3,"Read Recall","vehicle","Study1","U","Study Phase2",1964,"Recall2"
"MakaylaTemple","car","charm",3,"Read Recall","vehicle","Study1","U","Study Phase2",878,"Recall2"
"w10033523_hp","car","charm",3,"Read","vehicle","Study1","U","Study Phase2",724,"Recall2"
"w10053729_jjm","car","charm",3,"Read","vehicle","Study1","U","Study Phase2",672,"Recall2"
"w10057028_nfg","","charm",3,"Read","vehicle","Study1","U","Study Phase2",2548,"Recall2"
"w10059334_IMV","charm","charm",3,"Read","vehicle","Study1","U","Study Phase2",4128,"Recall2"
"W10079507_CEE","","charm",3,"Read","vehicle","Study1","U","Study Phase2",1074,"Recall2"
"w10083877_dzw","car","charm",3,"Read","vehicle","Study1","U","Study Phase2",3940,"Recall2"
"w10089472","car","charm",3,"Read","vehicle","Study1","U","Study Phase2",1011,"Recall2"
"w10124974_tcb","car","charm",3,"Read","vehicle","Study1","U","Study Phase2",276,"Recall2"
"W10126626SG","car","charm",3,"Read","vehicle","Study1","U","Study Phase2",2186,"Recall2"
"w10126773_AT","car","charm",3,"Read","vehicle","Study1","U","Study Phase2",794,"Recall2"
"w10128864","","charm",3,"Read","vehicle","Study1","U","Study Phase2",778,"Recall2"
"w10132763akp","wheel","charm",3,"Read","vehicle","Study1","U","Study Phase2",817,"Recall2"
"w10133025_mjc","","charm",3,"Read","vehicle","Study1","U","Study Phase2",544,"Recall2"
"w10135981JZ","happy","charm",3,"Read","vehicle","Study1","U","Study Phase2",3214,"Recall2"
"w10140814DO","drive","charm",3,"Read","vehicle","Study1","U","Study Phase2",4689,"Recall2"
"w10148391-Jk","car","charm",3,"Read","vehicle","Study1","U","Study Phase2",11369,"Recall2"
"w10151253_ES","door","charm",3,"Read","vehicle","Study1","U","Study Phase2",888,"Recall2"
"w958722_hnm","charm","charm",3,"Read","vehicle","Study1","U","Study Phase2",1338,"Recall2"
"10134188andCC","wire","money",3,"Read","wage","Study1","F","Study Phase2",676,"Recall2"
"ArielThomas","money","money",3,"Read Recall","wage","Study1","F","Study Phase2",4204,"Recall2"
"JadeRoss","money","money",3,"Read Recall","wage","Study1","F","Study Phase2",1500,"Recall2"
"MadisonHodge","money","money",3,"Read Recall","wage","Study1","F","Study Phase2",937,"Recall2"
"MakaylaTemple","pay","money",3,"Read Recall","wage","Study1","F","Study Phase2",770,"Recall2"
"w10033523_hp","money","money",3,"Read","wage","Study1","F","Study Phase2",776,"Recall2"
"w10053729_jjm","bet","money",3,"Read","wage","Study1","F","Study Phase2",595,"Recall2"
"w10057028_nfg","money","money",3,"Read","wage","Study1","F","Study Phase2",1249,"Recall2"
"w10059334_IMV","money","money",3,"Read","wage","Study1","F","Study Phase2",1834,"Recall2"
"W10079507_CEE","money","money",3,"Read","wage","Study1","F","Study Phase2",997,"Recall2"
"w10083877_dzw","money","money",3,"Read","wage","Study1","F","Study Phase2",3563,"Recall2"
"w10089472","cash","money",3,"Read","wage","Study1","F","Study Phase2",709,"Recall2"
"w10124974_tcb","minimum","money",3,"Read","wage","Study1","F","Study Phase2",160,"Recall2"
"W10126626SG","rate","money",3,"Read","wage","Study1","F","Study Phase2",9267,"Recall2"
"w10126773_AT","money","money",3,"Read","wage","Study1","F","Study Phase2",950,"Recall2"
"w10128864","","money",3,"Read","wage","Study1","F","Study Phase2",449,"Recall2"
"w10132763akp","pay","money",3,"Read","wage","Study1","F","Study Phase2",789,"Recall2"
"w10133025_mjc","money","money",3,"Read","wage","Study1","F","Study Phase2",499,"Recall2"
"w10135981JZ","money","money",3,"Read","wage","Study1","F","Study Phase2",2192,"Recall2"
"w10140814DO","pay","money",3,"Read","wage","Study1","F","Study Phase2",2652,"Recall2"
"w10148391-Jk","minimum","money",3,"Read","wage","Study1","F","Study Phase2",10397,"Recall2"
"w10151253_ES","theft","money",3,"Read","wage","Study1","F","Study Phase2",1017,"Recall2"
"w958722_hnm","money ","money",3,"Read","wage","Study1","F","Study Phase2",1188,"Recall2"
"10134188andCC","peace","quiet",3,"Read","war","Study1","M","Study Phase2",430,"Recall2"
"ArielThomas","quiet","quiet",3,"Read Recall","war","Study1","M","Study Phase2",33244,"Recall2"
"JadeRoss","fight","quiet",3,"Read Recall","war","Study1","M","Study Phase2",368,"Recall2"
"MadisonHodge","zone","quiet",3,"Read Recall","war","Study1","M","Study Phase2",1124,"Recall2"
"MakaylaTemple","love","quiet",3,"Read Recall","war","Study1","M","Study Phase2",1468,"Recall2"
"w10033523_hp","","quiet",3,"Read","war","Study1","M","Study Phase2",930,"Recall2"
"w10053729_jjm","clean","quiet",3,"Read","war","Study1","M","Study Phase2",708,"Recall2"
"w10057028_nfg","","quiet",3,"Read","war","Study1","M","Study Phase2",2721,"Recall2"
"w10059334_IMV","loud","quiet",3,"Read","war","Study1","M","Study Phase2",2108,"Recall2"
"W10079507_CEE","","quiet",3,"Read","war","Study1","M","Study Phase2",1200,"Recall2"
"w10083877_dzw","quiet","quiet",3,"Read","war","Study1","M","Study Phase2",6774,"Recall2"
"w10089472","world","quiet",3,"Read","war","Study1","M","Study Phase2",602,"Recall2"
"w10124974_tcb","hug","quiet",3,"Read","war","Study1","M","Study Phase2",182,"Recall2"
"W10126626SG","quiet","quiet",3,"Read","war","Study1","M","Study Phase2",1864,"Recall2"
"w10126773_AT","quiet","quiet",3,"Read","war","Study1","M","Study Phase2",1262,"Recall2"
"w10128864","","quiet",3,"Read","war","Study1","M","Study Phase2",510,"Recall2"
"w10132763akp","fight","quiet",3,"Read","war","Study1","M","Study Phase2",1038,"Recall2"
"w10133025_mjc","quiet","quiet",3,"Read","war","Study1","M","Study Phase2",718,"Recall2"
"w10135981JZ","quiet","quiet",3,"Read","war","Study1","M","Study Phase2",2739,"Recall2"
"w10140814DO","quiet","quiet",3,"Read","war","Study1","M","Study Phase2",2455,"Recall2"
"w10148391-Jk","quiet ","quiet",3,"Read","war","Study1","M","Study Phase2",7784,"Recall2"
"w10151253_ES","quiet","quiet",3,"Read","war","Study1","M","Study Phase2",1267,"Recall2"
"w958722_hnm","quiet","quiet",3,"Read","war","Study1","M","Study Phase2",1382,"Recall2"
"10134188andCC","bliss","finger",3,"Read","wedding","Study1","M","Study Phase2",1083,"Recall2"
"ArielThomas","ring ","finger",3,"Read Recall","wedding","Study1","M","Study Phase2",3072,"Recall2"
"JadeRoss","","finger",3,"Read Recall","wedding","Study1","M","Study Phase2",2776,"Recall2"
"MadisonHodge","ring","finger",3,"Read Recall","wedding","Study1","M","Study Phase2",1142,"Recall2"
"MakaylaTemple","day","finger",3,"Read Recall","wedding","Study1","M","Study Phase2",825,"Recall2"
"w10033523_hp","bells","finger",3,"Read","wedding","Study1","M","Study Phase2",675,"Recall2"
"w10053729_jjm","ring","finger",3,"Read","wedding","Study1","M","Study Phase2",529,"Recall2"
"w10057028_nfg","finger","finger",3,"Read","wedding","Study1","M","Study Phase2",1548,"Recall2"
"w10059334_IMV","finger","finger",3,"Read","wedding","Study1","M","Study Phase2",1806,"Recall2"
"W10079507_CEE","finger","finger",3,"Read","wedding","Study1","M","Study Phase2",1571,"Recall2"
"w10083877_dzw","finger","finger",3,"Read","wedding","Study1","M","Study Phase2",5449,"Recall2"
"w10089472","ring","finger",3,"Read","wedding","Study1","M","Study Phase2",741,"Recall2"
"w10124974_tcb","icing","finger",3,"Read","wedding","Study1","M","Study Phase2",224,"Recall2"
"W10126626SG","cake","finger",3,"Read","wedding","Study1","M","Study Phase2",1758,"Recall2"
"w10126773_AT","ring","finger",3,"Read","wedding","Study1","M","Study Phase2",1324,"Recall2"
"w10128864","finger","finger",3,"Read","wedding","Study1","M","Study Phase2",969,"Recall2"
"w10132763akp","walsh","finger",3,"Read","wedding","Study1","M","Study Phase2",1046,"Recall2"
"w10133025_mjc","finger","finger",3,"Read","wedding","Study1","M","Study Phase2",806,"Recall2"
"w10135981JZ","finger","finger",3,"Read","wedding","Study1","M","Study Phase2",3214,"Recall2"
"w10140814DO","finger","finger",3,"Read","wedding","Study1","M","Study Phase2",3304,"Recall2"
"w10148391-Jk","ring","finger",3,"Read","wedding","Study1","M","Study Phase2",10543,"Recall2"
"w10151253_ES","finger","finger",3,"Read","wedding","Study1","M","Study Phase2",1437,"Recall2"
"w958722_hnm","finger","finger",3,"Read","wedding","Study1","M","Study Phase2",1594,"Recall2"
"10134188andCC","seat","sentence",3,"Read","word","Study1","F","Study Phase2",486,"Recall2"
"ArielThomas","sentence ","sentence",3,"Read Recall","word","Study1","F","Study Phase2",10294,"Recall2"
"JadeRoss","","sentence",3,"Read Recall","word","Study1","F","Study Phase2",520,"Recall2"
"MadisonHodge","","sentence",3,"Read Recall","word","Study1","F","Study Phase2",1205,"Recall2"
"MakaylaTemple","day","sentence",3,"Read Recall","word","Study1","F","Study Phase2",808,"Recall2"
"w10033523_hp","search","sentence",3,"Read","word","Study1","F","Study Phase2",695,"Recall2"
"w10053729_jjm","letter","sentence",3,"Read","word","Study1","F","Study Phase2",823,"Recall2"
"w10057028_nfg","","sentence",3,"Read","word","Study1","F","Study Phase2",1279,"Recall2"
"w10059334_IMV","sentence ","sentence",3,"Read","word","Study1","F","Study Phase2",1101,"Recall2"
"W10079507_CEE","sentence","sentence",3,"Read","word","Study1","F","Study Phase2",1367,"Recall2"
"w10083877_dzw","sentence","sentence",3,"Read","word","Study1","F","Study Phase2",4337,"Recall2"
"w10089472","letters","sentence",3,"Read","word","Study1","F","Study Phase2",651,"Recall2"
"w10124974_tcb","puzzle","sentence",3,"Read","word","Study1","F","Study Phase2",461,"Recall2"
"W10126626SG","wall","sentence",3,"Read","word","Study1","F","Study Phase2",6070,"Recall2"
"w10126773_AT","sentence","sentence",3,"Read","word","Study1","F","Study Phase2",1021,"Recall2"
"w10128864","","sentence",3,"Read","word","Study1","F","Study Phase2",451,"Recall2"
"w10132763akp","girl","sentence",3,"Read","word","Study1","F","Study Phase2",802,"Recall2"
"w10133025_mjc","","sentence",3,"Read","word","Study1","F","Study Phase2",1085,"Recall2"
"w10135981JZ","sentence","sentence",3,"Read","word","Study1","F","Study Phase2",1634,"Recall2"
"w10140814DO","sentence","sentence",3,"Read","word","Study1","F","Study Phase2",1807,"Recall2"
"w10148391-Jk","sentence ","sentence",3,"Read","word","Study1","F","Study Phase2",9113,"Recall2"
"w10151253_ES","sentence","sentence",3,"Read","word","Study1","F","Study Phase2",1146,"Recall2"
"w958722_hnm","sentence ","sentence",3,"Read","word","Study1","F","Study Phase2",1429,"Recall2"
"10143815SK","","wolf",1,"Read","art","Study2","U","Study Phase2",1742,"Recall2"
"BrettThompson","picture","wolf",1,"Read Recall","art","Study2","U","Study Phase2",3217,"Recall2"
"BrookeMask","wolf","wolf",1,"Read Recall","art","Study2","U","Study Phase2",2414,"Recall2"
"jasminesherman","","wolf",1,"Read Recall","art","Study2","U","Study Phase2",846,"Recall2"
"NicolasMunoz","school","wolf",1,"Read Recall","art","Study2","U","Study Phase2",1311,"Recall2"
"TaravionCosey","work","wolf",1,"Read Recall","art","Study2","U","Study Phase2",7961,"Recall2"
"w10046339_pw","wolf","wolf",1,"Read","art","Study2","U","Study Phase2",1889,"Recall2"
"W10057641NS","","wolf",1,"Read","art","Study2","U","Study Phase2",126,"Recall2"
"w10062326CT","brush","wolf",1,"Read","art","Study2","U","Study Phase2",790,"Recall2"
"w10080028_sac","wolf","wolf",1,"Read","art","Study2","U","Study Phase2",1281,"Recall2"
"w10085225L.S","paint","wolf",1,"Read","art","Study2","U","Study Phase2",834,"Recall2"
"w10101381_mgk","?","wolf",1,"Read","art","Study2","U","Study Phase2",855,"Recall2"
"w10118390Eh","draw","wolf",1,"Read","art","Study2","U","Study Phase2",524,"Recall2"
"w10128215_bnc","deco","wolf",1,"Read","art","Study2","U","Study Phase2",1982,"Recall2"
"w10133134_lpc","wolf","wolf",1,"Read","art","Study2","U","Study Phase2",1298,"Recall2"
"w10143398_abc","idk","wolf",1,"Read","art","Study2","U","Study Phase2",2501,"Recall2"
"w10157282_HBR","wolf","wolf",1,"Read","art","Study2","U","Study Phase2",1348,"Recall2"
"10143815SK","blood","bronze",1,"Read","artery","Study2","U","Study Phase2",2169,"Recall2"
"BrettThompson","body","bronze",1,"Read Recall","artery","Study2","U","Study Phase2",5454,"Recall2"
"BrookeMask","d","bronze",1,"Read Recall","artery","Study2","U","Study Phase2",1064,"Recall2"
"jasminesherman","","bronze",1,"Read Recall","artery","Study2","U","Study Phase2",689,"Recall2"
"NicolasMunoz","","bronze",1,"Read Recall","artery","Study2","U","Study Phase2",1394,"Recall2"
"TaravionCosey","bronze ","bronze",1,"Read Recall","artery","Study2","U","Study Phase2",11062,"Recall2"
"w10046339_pw","heart","bronze",1,"Read","artery","Study2","U","Study Phase2",1854,"Recall2"
"W10057641NS","","bronze",1,"Read","artery","Study2","U","Study Phase2",312,"Recall2"
"w10062326CT","vein","bronze",1,"Read","artery","Study2","U","Study Phase2",751,"Recall2"
"w10080028_sac","","bronze",1,"Read","artery","Study2","U","Study Phase2",1688,"Recall2"
"w10085225L.S","idk","bronze",1,"Read","artery","Study2","U","Study Phase2",707,"Recall2"
"w10101381_mgk","?","bronze",1,"Read","artery","Study2","U","Study Phase2",1429,"Recall2"
"w10118390Eh","heart","bronze",1,"Read","artery","Study2","U","Study Phase2",8927,"Recall2"
"w10128215_bnc","blood","bronze",1,"Read","artery","Study2","U","Study Phase2",1883,"Recall2"
"w10133134_lpc","heart","bronze",1,"Read","artery","Study2","U","Study Phase2",2614,"Recall2"
"w10143398_abc","bronze","bronze",1,"Read","artery","Study2","U","Study Phase2",3601,"Recall2"
"w10157282_HBR","vein","bronze",1,"Read","artery","Study2","U","Study Phase2",1244,"Recall2"
"10143815SK","","clothes",1,"Read","attire","Study2","F","Study Phase2",2146,"Recall2"
"BrettThompson","cloths","clothes",1,"Read Recall","attire","Study2","F","Study Phase2",3032,"Recall2"
"BrookeMask","clothing","clothes",1,"Read Recall","attire","Study2","F","Study Phase2",1320,"Recall2"
"jasminesherman","","clothes",1,"Read Recall","attire","Study2","F","Study Phase2",1898,"Recall2"
"NicolasMunoz","","clothes",1,"Read Recall","attire","Study2","F","Study Phase2",1150,"Recall2"
"TaravionCosey","clothes","clothes",1,"Read Recall","attire","Study2","F","Study Phase2",13938,"Recall2"
"w10046339_pw","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2",2143,"Recall2"
"W10057641NS","","clothes",1,"Read","attire","Study2","F","Study Phase2",295,"Recall2"
"w10062326CT","outfit","clothes",1,"Read","attire","Study2","F","Study Phase2",570,"Recall2"
"w10080028_sac","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2",1462,"Recall2"
"w10085225L.S","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2",984,"Recall2"
"w10101381_mgk","?","clothes",1,"Read","attire","Study2","F","Study Phase2",941,"Recall2"
"w10118390Eh","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2",512,"Recall2"
"w10128215_bnc","dress","clothes",1,"Read","attire","Study2","F","Study Phase2",1926,"Recall2"
"w10133134_lpc","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2",946,"Recall2"
"w10143398_abc","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2",1832,"Recall2"
"w10157282_HBR","clothes","clothes",1,"Read","attire","Study2","F","Study Phase2",1421,"Recall2"
"10143815SK","beach","horn",1,"Read","bench","Study2","U","Study Phase2",1735,"Recall2"
"BrettThompson","football","horn",1,"Read Recall","bench","Study2","U","Study Phase2",3534,"Recall2"
"BrookeMask","horn","horn",1,"Read Recall","bench","Study2","U","Study Phase2",5290,"Recall2"
"jasminesherman","","horn",1,"Read Recall","bench","Study2","U","Study Phase2",891,"Recall2"
"NicolasMunoz","","horn",1,"Read Recall","bench","Study2","U","Study Phase2",937,"Recall2"
"TaravionCosey","horn","horn",1,"Read Recall","bench","Study2","U","Study Phase2",16818,"Recall2"
"w10046339_pw","park","horn",1,"Read","bench","Study2","U","Study Phase2",2139,"Recall2"
"W10057641NS","","horn",1,"Read","bench","Study2","U","Study Phase2",263,"Recall2"
"w10062326CT","seat","horn",1,"Read","bench","Study2","U","Study Phase2",700,"Recall2"
"w10080028_sac","sit","horn",1,"Read","bench","Study2","U","Study Phase2",1943,"Recall2"
"w10085225L.S","sit","horn",1,"Read","bench","Study2","U","Study Phase2",485,"Recall2"
"w10101381_mgk","?","horn",1,"Read","bench","Study2","U","Study Phase2",1258,"Recall2"
"w10118390Eh","sit","horn",1,"Read","bench","Study2","U","Study Phase2",1473,"Recall2"
"w10128215_bnc","sit","horn",1,"Read","bench","Study2","U","Study Phase2",4383,"Recall2"
"w10133134_lpc","","horn",1,"Read","bench","Study2","U","Study Phase2",1952,"Recall2"
"w10143398_abc","seat","horn",1,"Read","bench","Study2","U","Study Phase2",2096,"Recall2"
"w10157282_HBR","seat","horn",1,"Read","bench","Study2","U","Study Phase2",1359,"Recall2"
"10143815SK","grease","fire",1,"Read","blaze","Study2","F","Study Phase2",1937,"Recall2"
