"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Response.JOL","Procedure.Shuffle.1"
"w821455_akg","donkey","donkey",2,"JOL","mule","Study1","F","Study Phase",29028,"90","Recall1"
"w963035","donkey ","donkey",2,"JOL","mule","Study1","F","Study Phase",1655,"100","Recall1"
"w963035","donkey","donkey",2,"JOL","mule","Study1","F","Study Phase",1676,"100","Recall1"
"zoieperkins","donkey","donkey",2,"JOL Recall","mule","Study1","F","Study Phase",6756,"100","Recall1"
"zoieperkins","donkey","donkey",2,"JOL Recall","mule","Study1","F","Study Phase",10496,"100","Recall1"
"10066214OD","time","sleep",2,"JOL","nap","Study1","F","Study Phase",3290,"100","Recall1"
"10150480SW","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",7396,"100","Recall1"
"AkiyahBrandon","sleep","sleep",2,"JOL Recall","nap","Study1","F","Study Phase",3452,"100","Recall1"
"AnnaKatePettis","time","sleep",2,"JOL Recall","nap","Study1","F","Study Phase",2930,"95","Recall1"
"w100152402_MKT","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",1940,"90","Recall1"
"w10042654_kw","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",8983,"56","Recall1"
"w10090906KM","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",4278,"95","Recall1"
"w10098759_caa","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",26313,"100","Recall1"
"w10128905_IAT","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",9862,"90","Recall1"
"w10136452dns","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",4066,"65","Recall1"
"w10143335_at","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",2101,"100","Recall1"
"w10144355_HBL","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",2573,"60","Recall1"
"w10147711","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",4722,"100","Recall1"
"w10150573_kaj","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",3339,"80","Recall1"
"w10154902_ZD","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",6320,"90","Recall1"
"W10156412_WAGR","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",3843,"95","Recall1"
"w10162630_CAG","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",1055,"10","Recall1"
"w821455_akg","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",3759,"90","Recall1"
"w963035","sleep","sleep",2,"JOL","nap","Study1","F","Study Phase",6346,"100","Recall1"
"zoieperkins","sleep","sleep",2,"JOL Recall","nap","Study1","F","Study Phase",5684,"100","Recall1"
"10066214OD","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",6242,"80","Recall1"
"10150480SW","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",9680,"76","Recall1"
"AkiyahBrandon","flower","flower",2,"JOL Recall","orchid","Study1","F","Study Phase",2911,"90","Recall1"
"AnnaKatePettis","plant","flower",2,"JOL Recall","orchid","Study1","F","Study Phase",6061,"76","Recall1"
"w100152402_MKT","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",1688,"30","Recall1"
"w10042654_kw","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",9756,"64","Recall1"
"w10090906KM","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",3175,"90","Recall1"
"w10098759_caa","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",3150,"100","Recall1"
"w10128905_IAT","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",9917,"55","Recall1"
"w10136452dns","bird","flower",2,"JOL","orchid","Study1","F","Study Phase",4415,"25","Recall1"
"w10143335_at","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",2879,"20","Recall1"
"w10144355_HBL","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",4373,"80","Recall1"
"w10147711","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",3504,"90","Recall1"
"w10150573_kaj","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",5422,"90","Recall1"
"w10154902_ZD","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",7499,"20","Recall1"
"W10156412_WAGR","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",4810,"85","Recall1"
"w10162630_CAG","","flower",2,"JOL","orchid","Study1","F","Study Phase",1004,"10","Recall1"
"w821455_akg","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",4924,"90","Recall1"
"w963035","flower","flower",2,"JOL","orchid","Study1","F","Study Phase",2736,"0","Recall1"
"zoieperkins","flower","flower",2,"JOL Recall","orchid","Study1","F","Study Phase",7589,"100","Recall1"
"10066214OD","tree","plant",2,"JOL","root","Study1","F","Study Phase",7496,"77","Recall1"
"10150480SW","stem","plant",2,"JOL","root","Study1","F","Study Phase",18062,"25","Recall1"
"AkiyahBrandon","plant","plant",2,"JOL Recall","root","Study1","F","Study Phase",5864,"65","Recall1"
"AnnaKatePettis","plant","plant",2,"JOL Recall","root","Study1","F","Study Phase",5065,"80","Recall1"
"w100152402_MKT","tree","plant",2,"JOL","root","Study1","F","Study Phase",2217,"80","Recall1"
"w10042654_kw","plant","plant",2,"JOL","root","Study1","F","Study Phase",6065,"80","Recall1"
"w10090906KM","flower","plant",2,"JOL","root","Study1","F","Study Phase",4572,"35","Recall1"
"w10098759_caa","beee","plant",2,"JOL","root","Study1","F","Study Phase",5457,"75","Recall1"
"w10128905_IAT","plant","plant",2,"JOL","root","Study1","F","Study Phase",5109,"80","Recall1"
"w10136452dns","plant","plant",2,"JOL","root","Study1","F","Study Phase",2555,"75","Recall1"
"w10143335_at","hair","plant",2,"JOL","root","Study1","F","Study Phase",5387,"80","Recall1"
"w10144355_HBL","plants","plant",2,"JOL","root","Study1","F","Study Phase",2421,"20","Recall1"
"w10147711","beer","plant",2,"JOL","root","Study1","F","Study Phase",4131,"40","Recall1"
"w10150573_kaj","tree","plant",2,"JOL","root","Study1","F","Study Phase",2576,"30","Recall1"
"w10154902_ZD","tree","plant",2,"JOL","root","Study1","F","Study Phase",5879,"20","Recall1"
"W10156412_WAGR","plant","plant",2,"JOL","root","Study1","F","Study Phase",3801,"85","Recall1"
"w10162630_CAG","","plant",2,"JOL","root","Study1","F","Study Phase",1024,"10","Recall1"
"w821455_akg","plant","plant",2,"JOL","root","Study1","F","Study Phase",10398,"75","Recall1"
"w963035","tree","plant",2,"JOL","root","Study1","F","Study Phase",1115,"0","Recall1"
"zoieperkins","","plant",2,"JOL Recall","root","Study1","F","Study Phase",6544,"100","Recall1"
"10066214OD","short","silk",2,"JOL","rough","Study1","M","Study Phase",8960,"7","Recall1"
"10150480SW","silk","silk",2,"JOL","rough","Study1","M","Study Phase",11239,"60","Recall1"
"AkiyahBrandon","silk","silk",2,"JOL Recall","rough","Study1","M","Study Phase",23915,"20","Recall1"
"AnnaKatePettis","silk","silk",2,"JOL Recall","rough","Study1","M","Study Phase",5741,"50","Recall1"
"w100152402_MKT","silk","silk",2,"JOL","rough","Study1","M","Study Phase",3215,"30","Recall1"
"w10042654_kw","soft","silk",2,"JOL","rough","Study1","M","Study Phase",5359,"10","Recall1"
"w10090906KM","silk","silk",2,"JOL","rough","Study1","M","Study Phase",3295,"20","Recall1"
"w10098759_caa","silk","silk",2,"JOL","rough","Study1","M","Study Phase",7739,"50","Recall1"
"w10128905_IAT","silk","silk",2,"JOL","rough","Study1","M","Study Phase",3199,"25","Recall1"
"w10136452dns","silk","silk",2,"JOL","rough","Study1","M","Study Phase",3672,"55","Recall1"
"w10143335_at","sr","silk",2,"JOL","rough","Study1","M","Study Phase",3702,"30","Recall1"
"w10144355_HBL","silk","silk",2,"JOL","rough","Study1","M","Study Phase",2375,"5","Recall1"
"w10147711","soft","silk",2,"JOL","rough","Study1","M","Study Phase",31163,"0","Recall1"
"w10150573_kaj","","silk",2,"JOL","rough","Study1","M","Study Phase",3645,"10","Recall1"
"w10154902_ZD","soft","silk",2,"JOL","rough","Study1","M","Study Phase",3260,"10","Recall1"
"W10156412_WAGR","silk","silk",2,"JOL","rough","Study1","M","Study Phase",6284,"15","Recall1"
"w10162630_CAG","","silk",2,"JOL","rough","Study1","M","Study Phase",1065,"10","Recall1"
"w821455_akg","silk","silk",2,"JOL","rough","Study1","M","Study Phase",5217,"5","Recall1"
"w963035","slik ","silk",2,"JOL","rough","Study1","M","Study Phase",1865,"0","Recall1"
"zoieperkins","","silk",2,"JOL Recall","rough","Study1","M","Study Phase",6749,"0","Recall1"
"10066214OD","head","head",2,"JOL","scalp","Study1","F","Study Phase",8106,"95","Recall1"
"10150480SW","head","head",2,"JOL","scalp","Study1","F","Study Phase",11067,"98","Recall1"
"AkiyahBrandon","head","head",2,"JOL Recall","scalp","Study1","F","Study Phase",5076,"95","Recall1"
"AnnaKatePettis","head","head",2,"JOL Recall","scalp","Study1","F","Study Phase",6710,"99","Recall1"
"w100152402_MKT","hair","head",2,"JOL","scalp","Study1","F","Study Phase",2554,"70","Recall1"
"w10042654_kw","head","head",2,"JOL","scalp","Study1","F","Study Phase",6987,"45","Recall1"
"w10090906KM","root","head",2,"JOL","scalp","Study1","F","Study Phase",9559,"95","Recall1"
"w10098759_caa","head","head",2,"JOL","scalp","Study1","F","Study Phase",9029,"100","Recall1"
"w10128905_IAT","head","head",2,"JOL","scalp","Study1","F","Study Phase",6087,"85","Recall1"
"w10136452dns","head","head",2,"JOL","scalp","Study1","F","Study Phase",2519,"100","Recall1"
"w10143335_at","hair","head",2,"JOL","scalp","Study1","F","Study Phase",4971,"80","Recall1"
"w10144355_HBL","head","head",2,"JOL","scalp","Study1","F","Study Phase",4665,"75","Recall1"
"w10147711","head","head",2,"JOL","scalp","Study1","F","Study Phase",7359,"100","Recall1"
"w10150573_kaj","head","head",2,"JOL","scalp","Study1","F","Study Phase",3087,"80","Recall1"
"w10154902_ZD","head","head",2,"JOL","scalp","Study1","F","Study Phase",5747,"50","Recall1"
"W10156412_WAGR","head","head",2,"JOL","scalp","Study1","F","Study Phase",6225,"90","Recall1"
"w10162630_CAG","head","head",2,"JOL","scalp","Study1","F","Study Phase",2155,"10","Recall1"
"w821455_akg","head","head",2,"JOL","scalp","Study1","F","Study Phase",9617,"20","Recall1"
"w963035","paint","head",2,"JOL","scalp","Study1","F","Study Phase",2154,"0","Recall1"
"zoieperkins","","head",2,"JOL Recall","scalp","Study1","F","Study Phase",7735,"100","Recall1"
"10066214OD","shake","shake",2,"JOL","shell","Study1","U","Study Phase",4634,"2","Recall1"
"10150480SW","fish","shake",2,"JOL","shell","Study1","U","Study Phase",10118,"5","Recall1"
"AkiyahBrandon","","shake",2,"JOL Recall","shell","Study1","U","Study Phase",2969,"0","Recall1"
"AnnaKatePettis","shock","shake",2,"JOL Recall","shell","Study1","U","Study Phase",3547,"5","Recall1"
"w100152402_MKT","strong","shake",2,"JOL","shell","Study1","U","Study Phase",8928,"40","Recall1"
"w10042654_kw","shock","shake",2,"JOL","shell","Study1","U","Study Phase",3889,"30","Recall1"
"w10090906KM","oyster","shake",2,"JOL","shell","Study1","U","Study Phase",19728,"55","Recall1"
"w10098759_caa","beach","shake",2,"JOL","shell","Study1","U","Study Phase",3546,"0","Recall1"
"w10128905_IAT","shake","shake",2,"JOL","shell","Study1","U","Study Phase",5029,"20","Recall1"
"w10136452dns","","shake",2,"JOL","shell","Study1","U","Study Phase",3117,"25","Recall1"
"w10143335_at","snake","shake",2,"JOL","shell","Study1","U","Study Phase",2590,"0","Recall1"
"w10144355_HBL","shock","shake",2,"JOL","shell","Study1","U","Study Phase",2451,"5","Recall1"
"w10147711","shake","shake",2,"JOL","shell","Study1","U","Study Phase",5085,"1","Recall1"
"w10150573_kaj","sea","shake",2,"JOL","shell","Study1","U","Study Phase",3164,"25","Recall1"
"w10154902_ZD","ocean","shake",2,"JOL","shell","Study1","U","Study Phase",4130,"0","Recall1"
"W10156412_WAGR","spin","shake",2,"JOL","shell","Study1","U","Study Phase",4903,"10","Recall1"
"w10162630_CAG","","shake",2,"JOL","shell","Study1","U","Study Phase",1665,"10","Recall1"
"w821455_akg","shake","shake",2,"JOL","shell","Study1","U","Study Phase",9655,"12","Recall1"
"w963035","fish","shake",2,"JOL","shell","Study1","U","Study Phase",1622,"0","Recall1"
"zoieperkins","fish","shake",2,"JOL Recall","shell","Study1","U","Study Phase",13923,"0","Recall1"
"10066214OD","stop","tick",2,"JOL","sign","Study1","U","Study Phase",5597,"2","Recall1"
"10150480SW","signal","tick",2,"JOL","sign","Study1","U","Study Phase",11241,"4","Recall1"
"AkiyahBrandon","","tick",2,"JOL Recall","sign","Study1","U","Study Phase",2165,"0","Recall1"
"AnnaKatePettis","","tick",2,"JOL Recall","sign","Study1","U","Study Phase",4300,"20","Recall1"
"w100152402_MKT","see","tick",2,"JOL","sign","Study1","U","Study Phase",2057,"20","Recall1"
"w10042654_kw","initial","tick",2,"JOL","sign","Study1","U","Study Phase",3929,"10","Recall1"
"w10090906KM","language","tick",2,"JOL","sign","Study1","U","Study Phase",4390,"5","Recall1"
"w10098759_caa","board","tick",2,"JOL","sign","Study1","U","Study Phase",5377,"0","Recall1"
"w10128905_IAT","floor","tick",2,"JOL","sign","Study1","U","Study Phase",10643,"20","Recall1"
"w10136452dns","","tick",2,"JOL","sign","Study1","U","Study Phase",6232,"15","Recall1"
"w10143335_at","stop","tick",2,"JOL","sign","Study1","U","Study Phase",8729,"30","Recall1"
"w10144355_HBL","stick","tick",2,"JOL","sign","Study1","U","Study Phase",2806,"0","Recall1"
"w10147711","street","tick",2,"JOL","sign","Study1","U","Study Phase",3290,"0","Recall1"
"w10150573_kaj","","tick",2,"JOL","sign","Study1","U","Study Phase",2725,"0","Recall1"
"w10154902_ZD","","tick",2,"JOL","sign","Study1","U","Study Phase",3307,"0","Recall1"
"W10156412_WAGR","","tick",2,"JOL","sign","Study1","U","Study Phase",3514,"0","Recall1"
"w10162630_CAG","","tick",2,"JOL","sign","Study1","U","Study Phase",1295,"10","Recall1"
"w821455_akg","tick","tick",2,"JOL","sign","Study1","U","Study Phase",7417,"10","Recall1"
"w963035","language ","tick",2,"JOL","sign","Study1","U","Study Phase",1677,"0","Recall1"
"zoieperkins","hand","tick",2,"JOL Recall","sign","Study1","U","Study Phase",5767,"0","Recall1"
"10066214OD","mis","drink",2,"JOL","sip","Study1","F","Study Phase",5602,"90","Recall1"
"10150480SW","drink","drink",2,"JOL","sip","Study1","F","Study Phase",7428,"96","Recall1"
"AkiyahBrandon","drink","drink",2,"JOL Recall","sip","Study1","F","Study Phase",4667,"85","Recall1"
"AnnaKatePettis","drink","drink",2,"JOL Recall","sip","Study1","F","Study Phase",2526,"85","Recall1"
"w100152402_MKT","tea","drink",2,"JOL","sip","Study1","F","Study Phase",2270,"80","Recall1"
"w10042654_kw","dip","drink",2,"JOL","sip","Study1","F","Study Phase",6162,"72","Recall1"
"w10090906KM","drink","drink",2,"JOL","sip","Study1","F","Study Phase",1825,"90","Recall1"
"w10098759_caa","drink","drink",2,"JOL","sip","Study1","F","Study Phase",6595,"70","Recall1"
"w10128905_IAT","drink","drink",2,"JOL","sip","Study1","F","Study Phase",7267,"75","Recall1"
"w10136452dns","drink","drink",2,"JOL","sip","Study1","F","Study Phase",4298,"95","Recall1"
"w10143335_at","drink","drink",2,"JOL","sip","Study1","F","Study Phase",4049,"30","Recall1"
"w10144355_HBL","drink","drink",2,"JOL","sip","Study1","F","Study Phase",2945,"90","Recall1"
"w10147711","drink","drink",2,"JOL","sip","Study1","F","Study Phase",4149,"85","Recall1"
"w10150573_kaj","drink","drink",2,"JOL","sip","Study1","F","Study Phase",4325,"75","Recall1"
"w10154902_ZD","drink","drink",2,"JOL","sip","Study1","F","Study Phase",3466,"40","Recall1"
"W10156412_WAGR","drink","drink",2,"JOL","sip","Study1","F","Study Phase",8187,"75","Recall1"
"w10162630_CAG","","drink",2,"JOL","sip","Study1","F","Study Phase",1881,"10","Recall1"
"w821455_akg","drink","drink",2,"JOL","sip","Study1","F","Study Phase",10079,"80","Recall1"
"w963035","slide","drink",2,"JOL","sip","Study1","F","Study Phase",2886,"100","Recall1"
"zoieperkins","drink","drink",2,"JOL Recall","sip","Study1","F","Study Phase",7609,"100","Recall1"
"10066214OD","later","belt",2,"JOL","soon","Study1","U","Study Phase",58524,"4","Recall1"
"10150480SW","later","belt",2,"JOL","soon","Study1","U","Study Phase",15458,"9","Recall1"
"AkiyahBrandon","","belt",2,"JOL Recall","soon","Study1","U","Study Phase",2312,"0","Recall1"
"AnnaKatePettis","far","belt",2,"JOL Recall","soon","Study1","U","Study Phase",5466,"10","Recall1"
"w100152402_MKT","later","belt",2,"JOL","soon","Study1","U","Study Phase",3471,"30","Recall1"
"w10042654_kw","later","belt",2,"JOL","soon","Study1","U","Study Phase",8381,"15","Recall1"
"w10090906KM","later","belt",2,"JOL","soon","Study1","U","Study Phase",2946,"20","Recall1"
"w10098759_caa","later","belt",2,"JOL","soon","Study1","U","Study Phase",6955,"O","Recall1"
"w10128905_IAT","later","belt",2,"JOL","soon","Study1","U","Study Phase",2125,"10","Recall1"
"w10136452dns","","belt",2,"JOL","soon","Study1","U","Study Phase",1679,"20","Recall1"
"w10143335_at","later","belt",2,"JOL","soon","Study1","U","Study Phase",1874,"0","Recall1"
"w10144355_HBL","","belt",2,"JOL","soon","Study1","U","Study Phase",2188,"0","Recall1"
"w10147711","after","belt",2,"JOL","soon","Study1","U","Study Phase",4294,"0","Recall1"
"w10150573_kaj","","belt",2,"JOL","soon","Study1","U","Study Phase",2966,"40","Recall1"
"w10154902_ZD","later","belt",2,"JOL","soon","Study1","U","Study Phase",3627,"0","Recall1"
"W10156412_WAGR","","belt",2,"JOL","soon","Study1","U","Study Phase",5059,"5","Recall1"
"w10162630_CAG","","belt",2,"JOL","soon","Study1","U","Study Phase",872,"10","Recall1"
"w821455_akg","belt","belt",2,"JOL","soon","Study1","U","Study Phase",6614,"10","Recall1"
"w963035","later","belt",2,"JOL","soon","Study1","U","Study Phase",2965,"0","Recall1"
"zoieperkins","later","belt",2,"JOL Recall","soon","Study1","U","Study Phase",6015,"0","Recall1"
"10066214OD","out","cloth",2,"JOL","stretch","Study1","U","Study Phase",3923,"18","Recall1"
"10150480SW","silk","cloth",2,"JOL","stretch","Study1","U","Study Phase",12653,"23","Recall1"
"AkiyahBrandon","short","cloth",2,"JOL Recall","stretch","Study1","U","Study Phase",6515,"30","Recall1"
"AnnaKatePettis","cloth","cloth",2,"JOL Recall","stretch","Study1","U","Study Phase",9858,"10","Recall1"
"w100152402_MKT","cloht","cloth",2,"JOL","stretch","Study1","U","Study Phase",5432,"50","Recall1"
"w10042654_kw","clotj","cloth",2,"JOL","stretch","Study1","U","Study Phase",4783,"30","Recall1"
"w10090906KM","","cloth",2,"JOL","stretch","Study1","U","Study Phase",4350,"26","Recall1"
"w10098759_caa","letter","cloth",2,"JOL","stretch","Study1","U","Study Phase",7530,"28","Recall1"
"w10128905_IAT","cloth","cloth",2,"JOL","stretch","Study1","U","Study Phase",5360,"20","Recall1"
"w10136452dns","","cloth",2,"JOL","stretch","Study1","U","Study Phase",3273,"5","Recall1"
"w10143335_at","yoga","cloth",2,"JOL","stretch","Study1","U","Study Phase",5200,"1","Recall1"
"w10144355_HBL","","cloth",2,"JOL","stretch","Study1","U","Study Phase",2728,"30","Recall1"
"w10147711","cotton","cloth",2,"JOL","stretch","Study1","U","Study Phase",5703,"50","Recall1"
"w10150573_kaj","","cloth",2,"JOL","stretch","Study1","U","Study Phase",1865,"0","Recall1"
"w10154902_ZD","mark","cloth",2,"JOL","stretch","Study1","U","Study Phase",7484,"10","Recall1"
"W10156412_WAGR","","cloth",2,"JOL","stretch","Study1","U","Study Phase",3875,"75","Recall1"
"w10162630_CAG","","cloth",2,"JOL","stretch","Study1","U","Study Phase",978,"10","Recall1"
"w821455_akg","cloth","cloth",2,"JOL","stretch","Study1","U","Study Phase",5343,"45","Recall1"
"w963035","long","cloth",2,"JOL","stretch","Study1","U","Study Phase",2401,"0","Recall1"
"zoieperkins","","cloth",2,"JOL Recall","stretch","Study1","U","Study Phase",6074,"0","Recall1"
"10066214OD","man","bird",2,"JOL","swan","Study1","F","Study Phase",6023,"89","Recall1"
"10150480SW","duck","bird",2,"JOL","swan","Study1","F","Study Phase",12068,"81","Recall1"
"AkiyahBrandon","bird","bird",2,"JOL Recall","swan","Study1","F","Study Phase",5340,"90","Recall1"
"AnnaKatePettis","bird","bird",2,"JOL Recall","swan","Study1","F","Study Phase",3024,"80","Recall1"
"w100152402_MKT","goose","bird",2,"JOL","swan","Study1","F","Study Phase",3109,"60","Recall1"
"w10042654_kw","bird","bird",2,"JOL","swan","Study1","F","Study Phase",4841,"89","Recall1"
"w10090906KM","swim","bird",2,"JOL","swan","Study1","F","Study Phase",1950,"80","Recall1"
"w10098759_caa","bird","bird",2,"JOL","swan","Study1","F","Study Phase",9015,"70","Recall1"
"w10128905_IAT","bird","bird",2,"JOL","swan","Study1","F","Study Phase",4243,"70","Recall1"
"w10136452dns","bird","bird",2,"JOL","swan","Study1","F","Study Phase",3373,"75","Recall1"
"w10143335_at","bird","bird",2,"JOL","swan","Study1","F","Study Phase",3976,"40","Recall1"
"w10144355_HBL","bird","bird",2,"JOL","swan","Study1","F","Study Phase",3604,"60","Recall1"
"w10147711","bird","bird",2,"JOL","swan","Study1","F","Study Phase",4709,"50","Recall1"
"w10150573_kaj","bird","bird",2,"JOL","swan","Study1","F","Study Phase",3332,"70","Recall1"
"w10154902_ZD","bird","bird",2,"JOL","swan","Study1","F","Study Phase",2929,"30","Recall1"
"W10156412_WAGR","bird","bird",2,"JOL","swan","Study1","F","Study Phase",8455,"95","Recall1"
"w10162630_CAG","","bird",2,"JOL","swan","Study1","F","Study Phase",1057,"10","Recall1"
"w821455_akg","bird","bird",2,"JOL","swan","Study1","F","Study Phase",5990,"85","Recall1"
"w963035","bird","bird",2,"JOL","swan","Study1","F","Study Phase",1972,"100","Recall1"
"zoieperkins","bird ","bird",2,"JOL Recall","swan","Study1","F","Study Phase",6768,"100","Recall1"
"10066214OD","morning ","morning",2,"JOL","temperature","Study1","U","Study Phase",7090,"18","Recall1"
"10150480SW","morning","morning",2,"JOL","temperature","Study1","U","Study Phase",21739,"39","Recall1"
"AkiyahBrandon","morning","morning",2,"JOL Recall","temperature","Study1","U","Study Phase",4394,"30","Recall1"
"AnnaKatePettis","morning","morning",2,"JOL Recall","temperature","Study1","U","Study Phase",2701,"20","Recall1"
"w100152402_MKT","cold","morning",2,"JOL","temperature","Study1","U","Study Phase",1673,"30","Recall1"
"w10042654_kw","morning","morning",2,"JOL","temperature","Study1","U","Study Phase",13574,"90","Recall1"
"w10090906KM","hot","morning",2,"JOL","temperature","Study1","U","Study Phase",4822,"32","Recall1"
"w10098759_caa","cold","morning",2,"JOL","temperature","Study1","U","Study Phase",4388,"50","Recall1"
"w10128905_IAT","morning","morning",2,"JOL","temperature","Study1","U","Study Phase",5800,"25","Recall1"
"w10136452dns","day","morning",2,"JOL","temperature","Study1","U","Study Phase",1718,"20","Recall1"
"w10143335_at","week","morning",2,"JOL","temperature","Study1","U","Study Phase",2848,"10","Recall1"
"w10144355_HBL","morning","morning",2,"JOL","temperature","Study1","U","Study Phase",1400,"0","Recall1"
"w10147711","hot","morning",2,"JOL","temperature","Study1","U","Study Phase",3705,"0","Recall1"
"w10150573_kaj","cold","morning",2,"JOL","temperature","Study1","U","Study Phase",1881,"0","Recall1"
"w10154902_ZD","summer","morning",2,"JOL","temperature","Study1","U","Study Phase",4619,"10","Recall1"
"W10156412_WAGR","morning","morning",2,"JOL","temperature","Study1","U","Study Phase",8779,"55","Recall1"
"w10162630_CAG","morning","morning",2,"JOL","temperature","Study1","U","Study Phase",5290,"20","Recall1"
"w821455_akg","morning","morning",2,"JOL","temperature","Study1","U","Study Phase",5197,"30","Recall1"
"w963035","cold","morning",2,"JOL","temperature","Study1","U","Study Phase",2171,"0","Recall1"
"zoieperkins","warm","morning",2,"JOL Recall","temperature","Study1","U","Study Phase",12294,"0","Recall1"
"10066214OD","ache","hair",2,"JOL","tooth","Study1","M","Study Phase",3880,"3","Recall1"
"10150480SW","hair","hair",2,"JOL","tooth","Study1","M","Study Phase",12545,"1","Recall1"
"AkiyahBrandon","ache","hair",2,"JOL Recall","tooth","Study1","M","Study Phase",3127,"10","Recall1"
"AnnaKatePettis","brush","hair",2,"JOL Recall","tooth","Study1","M","Study Phase",4907,"35","Recall1"
"w100152402_MKT","tie","hair",2,"JOL","tooth","Study1","M","Study Phase",2619,"30","Recall1"
"w10042654_kw","hair","hair",2,"JOL","tooth","Study1","M","Study Phase",3586,"34","Recall1"
"w10090906KM","fairy","hair",2,"JOL","tooth","Study1","M","Study Phase",4078,"15","Recall1"
"w10098759_caa","mouth","hair",2,"JOL","tooth","Study1","M","Study Phase",7530,"O","Recall1"
"w10128905_IAT","hair","hair",2,"JOL","tooth","Study1","M","Study Phase",4550,"45","Recall1"
"w10136452dns","paste","hair",2,"JOL","tooth","Study1","M","Study Phase",5033,"20","Recall1"
"w10143335_at","root","hair",2,"JOL","tooth","Study1","M","Study Phase",2667,"0","Recall1"
"w10144355_HBL","air","hair",2,"JOL","tooth","Study1","M","Study Phase",1555,"0","Recall1"
"w10147711","fairy","hair",2,"JOL","tooth","Study1","M","Study Phase",19408,"10","Recall1"
"w10150573_kaj","","hair",2,"JOL","tooth","Study1","M","Study Phase",4075,"10","Recall1"
"w10154902_ZD","fairy","hair",2,"JOL","tooth","Study1","M","Study Phase",5260,"0","Recall1"
"W10156412_WAGR","hair","hair",2,"JOL","tooth","Study1","M","Study Phase",5159,"15","Recall1"
"w10162630_CAG","","hair",2,"JOL","tooth","Study1","M","Study Phase",1492,"10","Recall1"
"w821455_akg","hair","hair",2,"JOL","tooth","Study1","M","Study Phase",6530,"20","Recall1"
"w963035","brush","hair",2,"JOL","tooth","Study1","M","Study Phase",1133,NA,"Recall1"
"zoieperkins","mouth","hair",2,"JOL Recall","tooth","Study1","M","Study Phase",5206,"0","Recall1"
"10066214OD","smoke","syrup",2,"JOL","tree","Study1","M","Study Phase",3256,"0","Recall1"
"10150480SW","green","syrup",2,"JOL","tree","Study1","M","Study Phase",8418,"7","Recall1"
"AkiyahBrandon","green","syrup",2,"JOL Recall","tree","Study1","M","Study Phase",4921,"35","Recall1"
"AnnaKatePettis","green","syrup",2,"JOL Recall","tree","Study1","M","Study Phase",2735,"50","Recall1"
"w100152402_MKT","branches","syrup",2,"JOL","tree","Study1","M","Study Phase",3021,"50","Recall1"
"w10042654_kw","green","syrup",2,"JOL","tree","Study1","M","Study Phase",6096,"45","Recall1"
"w10090906KM","green","syrup",2,"JOL","tree","Study1","M","Study Phase",4693,"30","Recall1"
"w10098759_caa","hut","syrup",2,"JOL","tree","Study1","M","Study Phase",5428,"60","Recall1"
"w10128905_IAT","syrup","syrup",2,"JOL","tree","Study1","M","Study Phase",5673,"70","Recall1"
"w10136452dns","syrup","syrup",2,"JOL","tree","Study1","M","Study Phase",5658,"80","Recall1"
"w10143335_at","green","syrup",2,"JOL","tree","Study1","M","Study Phase",2477,"100","Recall1"
"w10144355_HBL","green","syrup",2,"JOL","tree","Study1","M","Study Phase",7482,"20","Recall1"
"w10147711","green","syrup",2,"JOL","tree","Study1","M","Study Phase",5806,"0","Recall1"
"w10150573_kaj","","syrup",2,"JOL","tree","Study1","M","Study Phase",3693,"50","Recall1"
"w10154902_ZD","branch","syrup",2,"JOL","tree","Study1","M","Study Phase",8112,"0","Recall1"
"W10156412_WAGR","green","syrup",2,"JOL","tree","Study1","M","Study Phase",4234,"80","Recall1"
