"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Response.JOL","Procedure.Shuffle.1"
"w10128549","quiet","quiet",4,"JOL","war","Study1","M","Study Phase2",8249,"14","Recall2"
"w10128714_RCH","quiet","quiet",4,"JOL","war","Study1","M","Study Phase2",2114,"0","Recall2"
"w10132325DA","quiet","quiet",4,"JOL","war","Study1","M","Study Phase2",5754,"10","Recall2"
"w10137783_ppl","quiet","quiet",4,"JOL","war","Study1","M","Study Phase2",2113,"40","Recall2"
"w10139496AC","quiet","quiet",4,"JOL","war","Study1","M","Study Phase2",1487,"0","Recall2"
"w10141933","quiet","quiet",4,"JOL","war","Study1","M","Study Phase2",4157,"30","Recall2"
"w10143036_tke","fight","quiet",4,"JOL","war","Study1","M","Study Phase2",5645,"20","Recall2"
"w10147078_err","quiet","quiet",4,"JOL","war","Study1","M","Study Phase2",3048,"100","Recall2"
"w10168870_ams","quiet","quiet",4,"JOL","war","Study1","M","Study Phase2",2829,"0","Recall2"
"w952976AJH","quiet","quiet",4,"JOL","war","Study1","M","Study Phase2",3424,"0","Recall2"
"10068469SJ","","finger",4,"JOL","wedding","Study1","M","Study Phase2",788,NA,"Recall2"
"10113930","finger","finger",4,"JOL","wedding","Study1","M","Study Phase2",1848,"23","Recall2"
"10143313SR","finger","finger",4,"JOL","wedding","Study1","M","Study Phase2",3858,"95","Recall2"
"DarlaA.Overstreet","finger","finger",4,"JOL Recall","wedding","Study1","M","Study Phase2",8940,"55","Recall2"
"KevrieEvans","ring","finger",4,"JOL Recall","wedding","Study1","M","Study Phase2",4773,"40","Recall2"
"MariaSmith","finger","finger",4,"JOL Recall","wedding","Study1","M","Study Phase2",3608,"70","Recall2"
"SylviaFant","","finger",4,"JOL Recall","wedding","Study1","M","Study Phase2",2764,"80","Recall2"
"W_10132867_LAA","cake","finger",4,"JOL","wedding","Study1","M","Study Phase2",1282,"50","Recall2"
"w10048508_zh","finger ","finger",4,"JOL","wedding","Study1","M","Study Phase2",3561,"0","Recall2"
"w10051899VM","cake","finger",4,"JOL","wedding","Study1","M","Study Phase2",3069,"100","Recall2"
"w10055946","the ","finger",4,"JOL","wedding","Study1","M","Study Phase2",739,NA,"Recall2"
"w10058144_CR","finger","finger",4,"JOL","wedding","Study1","M","Study Phase2",3734,"98","Recall2"
"w10105143_saa","finger","finger",4,"JOL","wedding","Study1","M","Study Phase2",8137,"75","Recall2"
"w10127480_acd","finger","finger",4,"JOL","wedding","Study1","M","Study Phase2",3415,"40","Recall2"
"w10128549","finger","finger",4,"JOL","wedding","Study1","M","Study Phase2",5062,"89","Recall2"
"w10128714_RCH","","finger",4,"JOL","wedding","Study1","M","Study Phase2",2028,"100","Recall2"
"w10132325DA","ring","finger",4,"JOL","wedding","Study1","M","Study Phase2",4528,"60","Recall2"
"w10137783_ppl","finger","finger",4,"JOL","wedding","Study1","M","Study Phase2",17541,"70","Recall2"
"w10139496AC","ring","finger",4,"JOL","wedding","Study1","M","Study Phase2",3170,"100","Recall2"
"w10141933","finger","finger",4,"JOL","wedding","Study1","M","Study Phase2",2063,"100","Recall2"
"w10143036_tke","ring","finger",4,"JOL","wedding","Study1","M","Study Phase2",3028,"80","Recall2"
"w10147078_err","","finger",4,"JOL","wedding","Study1","M","Study Phase2",6986,"100","Recall2"
"w10168870_ams","ring","finger",4,"JOL","wedding","Study1","M","Study Phase2",3180,"90","Recall2"
"w952976AJH","finger","finger",4,"JOL","wedding","Study1","M","Study Phase2",2258,"30","Recall2"
"10068469SJ","","sentence",4,"JOL","word","Study1","F","Study Phase2",746,NA,"Recall2"
"10113930","sentence","sentence",4,"JOL","word","Study1","F","Study Phase2",3208,"99","Recall2"
"10143313SR","sentence","sentence",4,"JOL","word","Study1","F","Study Phase2",4383,"90","Recall2"
"DarlaA.Overstreet","sentence","sentence",4,"JOL Recall","word","Study1","F","Study Phase2",10248,"93","Recall2"
"KevrieEvans","sentence","sentence",4,"JOL Recall","word","Study1","F","Study Phase2",2814,"50","Recall2"
"MariaSmith","sentence","sentence",4,"JOL Recall","word","Study1","F","Study Phase2",3030,"80","Recall2"
"SylviaFant","sentence","sentence",4,"JOL Recall","word","Study1","F","Study Phase2",3193,"50","Recall2"
"W_10132867_LAA","phrase","sentence",4,"JOL","word","Study1","F","Study Phase2",1227,"50","Recall2"
"w10048508_zh","school ","sentence",4,"JOL","word","Study1","F","Study Phase2",3369,"10","Recall2"
"w10051899VM","phrase","sentence",4,"JOL","word","Study1","F","Study Phase2",2075,"100","Recall2"
"w10055946","the ","sentence",4,"JOL","word","Study1","F","Study Phase2",533,NA,"Recall2"
"w10058144_CR","document","sentence",4,"JOL","word","Study1","F","Study Phase2",3610,"90","Recall2"
"w10105143_saa","sentence","sentence",4,"JOL","word","Study1","F","Study Phase2",16997,"75","Recall2"
"w10127480_acd","","sentence",4,"JOL","word","Study1","F","Study Phase2",2773,"30","Recall2"
"w10128549","weal","sentence",4,"JOL","word","Study1","F","Study Phase2",9552,"67","Recall2"
"w10128714_RCH","sentence","sentence",4,"JOL","word","Study1","F","Study Phase2",1637,"100","Recall2"
"w10132325DA","sentence","sentence",4,"JOL","word","Study1","F","Study Phase2",10143,"55","Recall2"
"w10137783_ppl","sentence","sentence",4,"JOL","word","Study1","F","Study Phase2",1656,"100","Recall2"
"w10139496AC","spell","sentence",4,"JOL","word","Study1","F","Study Phase2",1384,"0","Recall2"
"w10141933","letter","sentence",4,"JOL","word","Study1","F","Study Phase2",1396,"100","Recall2"
"w10143036_tke","sentence","sentence",4,"JOL","word","Study1","F","Study Phase2",3308,"30","Recall2"
"w10147078_err","","sentence",4,"JOL","word","Study1","F","Study Phase2",13355,"100","Recall2"
"w10168870_ams","sentence","sentence",4,"JOL","word","Study1","F","Study Phase2",4916,"70","Recall2"
"w952976AJH","bird","sentence",4,"JOL","word","Study1","F","Study Phase2",3583,"100","Recall2"
"10066214OD","look","wolf",2,"JOL","art","Study2","U","Study Phase2",2573,"55","Recall2"
"10150480SW","wolf","wolf",2,"JOL","art","Study2","U","Study Phase2",26679,"30","Recall2"
"AkiyahBrandon","","wolf",2,"JOL Recall","art","Study2","U","Study Phase2",1977,"0","Recall2"
"AnnaKatePettis","","wolf",2,"JOL Recall","art","Study2","U","Study Phase2",3010,"5","Recall2"
"w100152402_MKT","read","wolf",2,"JOL","art","Study2","U","Study Phase2",5855,"60","Recall2"
"w10042654_kw","museum ","wolf",2,"JOL","art","Study2","U","Study Phase2",8390,"10","Recall2"
"w10090906KM","sculpture","wolf",2,"JOL","art","Study2","U","Study Phase2",3331,"40","Recall2"
"w10098759_caa","dolphin","wolf",2,"JOL","art","Study2","U","Study Phase2",4681,"40","Recall2"
"w10128905_IAT","show","wolf",2,"JOL","art","Study2","U","Study Phase2",1707,"20","Recall2"
"w10136452dns","lion","wolf",2,"JOL","art","Study2","U","Study Phase2",4342,"80","Recall2"
"w10143335_at","wolf","wolf",2,"JOL","art","Study2","U","Study Phase2",4922,"20","Recall2"
"w10144355_HBL","draw","wolf",2,"JOL","art","Study2","U","Study Phase2",783,"97","Recall2"
"w10147711","keys","wolf",2,"JOL","art","Study2","U","Study Phase2",2642,"0","Recall2"
"w10150573_kaj","","wolf",2,"JOL","art","Study2","U","Study Phase2",1999,"0","Recall2"
"w10154902_ZD","drawing","wolf",2,"JOL","art","Study2","U","Study Phase2",1975,"10","Recall2"
"W10156412_WAGR","","wolf",2,"JOL","art","Study2","U","Study Phase2",2878,"100","Recall2"
"w10162630_CAG","wolf","wolf",2,"JOL","art","Study2","U","Study Phase2",1449,"0","Recall2"
"w821455_akg","wolf","wolf",2,"JOL","art","Study2","U","Study Phase2",7448,"35","Recall2"
"w963035","work","wolf",2,"JOL","art","Study2","U","Study Phase2",1850,"100","Recall2"
"zoieperkins","","wolf",2,"JOL Recall","art","Study2","U","Study Phase2",6111,"0","Recall2"
"10066214OD","heart","bronze",2,"JOL","artery","Study2","U","Study Phase2",2412,"65","Recall2"
"10150480SW","diet","bronze",2,"JOL","artery","Study2","U","Study Phase2",4970,"0","Recall2"
"AkiyahBrandon","","bronze",2,"JOL Recall","artery","Study2","U","Study Phase2",2471,"0","Recall2"
"AnnaKatePettis","bronze","bronze",2,"JOL Recall","artery","Study2","U","Study Phase2",4633,"6","Recall2"
"w100152402_MKT","vein","bronze",2,"JOL","artery","Study2","U","Study Phase2",10788,"20","Recall2"
"w10042654_kw","","bronze",2,"JOL","artery","Study2","U","Study Phase2",3555,"10","Recall2"
"w10090906KM","vein","bronze",2,"JOL","artery","Study2","U","Study Phase2",2124,"15","Recall2"
"w10098759_caa","bronze ","bronze",2,"JOL","artery","Study2","U","Study Phase2",14040,"0","Recall2"
"w10128905_IAT","","bronze",2,"JOL","artery","Study2","U","Study Phase2",5114,"10","Recall2"
"w10136452dns","blood","bronze",2,"JOL","artery","Study2","U","Study Phase2",3119,"10","Recall2"
"w10143335_at","bronze","bronze",2,"JOL","artery","Study2","U","Study Phase2",3616,"0","Recall2"
"w10144355_HBL","heart","bronze",2,"JOL","artery","Study2","U","Study Phase2",372,"23","Recall2"
"w10147711","blood","bronze",2,"JOL","artery","Study2","U","Study Phase2",2115,"5","Recall2"
"w10150573_kaj","","bronze",2,"JOL","artery","Study2","U","Study Phase2",4995,"10","Recall2"
"w10154902_ZD","knife","bronze",2,"JOL","artery","Study2","U","Study Phase2",1973,"10","Recall2"
"W10156412_WAGR","bronze","bronze",2,"JOL","artery","Study2","U","Study Phase2",6057,"60","Recall2"
"w10162630_CAG","","bronze",2,"JOL","artery","Study2","U","Study Phase2",53,NA,"Recall2"
"w821455_akg","b","bronze",2,"JOL","artery","Study2","U","Study Phase2",7936,"1","Recall2"
"w963035","lawyer","bronze",2,"JOL","artery","Study2","U","Study Phase2",1388,"0","Recall2"
"zoieperkins","","bronze",2,"JOL Recall","artery","Study2","U","Study Phase2",6530,"0","Recall2"
"10066214OD","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",3292,"99","Recall2"
"10150480SW","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",14114,"96","Recall2"
"AkiyahBrandon","clothes","clothes",2,"JOL Recall","attire","Study2","F","Study Phase2",4751,"95","Recall2"
"AnnaKatePettis","article","clothes",2,"JOL Recall","attire","Study2","F","Study Phase2",2743,"50","Recall2"
"w100152402_MKT","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",4046,"80","Recall2"
"w10042654_kw","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",4870,"15","Recall2"
"w10090906KM","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",1956,"99","Recall2"
"w10098759_caa","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",2190,"90","Recall2"
"w10128905_IAT","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",3896,"60","Recall2"
"w10136452dns","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",1622,"100","Recall2"
"w10143335_at","dress","clothes",2,"JOL","attire","Study2","F","Study Phase2",2893,"100","Recall2"
"w10144355_HBL","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",744,"97","Recall2"
"w10147711","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",3106,"78","Recall2"
"w10150573_kaj","","clothes",2,"JOL","attire","Study2","F","Study Phase2",1272,"100","Recall2"
"w10154902_ZD","clothing","clothes",2,"JOL","attire","Study2","F","Study Phase2",3488,"50","Recall2"
"W10156412_WAGR","clothing","clothes",2,"JOL","attire","Study2","F","Study Phase2",5408,"65","Recall2"
"w10162630_CAG","","clothes",2,"JOL","attire","Study2","F","Study Phase2",1497,"0","Recall2"
"w821455_akg","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",3597,"90","Recall2"
"w963035","clothes","clothes",2,"JOL","attire","Study2","F","Study Phase2",1022,"0","Recall2"
"zoieperkins","clothes","clothes",2,"JOL Recall","attire","Study2","F","Study Phase2",6226,"100","Recall2"
"10066214OD","not ","horn",2,"JOL","bench","Study2","U","Study Phase2",2734,"85","Recall2"
"10150480SW","screw","horn",2,"JOL","bench","Study2","U","Study Phase2",8141,"3","Recall2"
"AkiyahBrandon","","horn",2,"JOL Recall","bench","Study2","U","Study Phase2",1839,"0","Recall2"
"AnnaKatePettis","press","horn",2,"JOL Recall","bench","Study2","U","Study Phase2",2273,"10","Recall2"
"w100152402_MKT","sit","horn",2,"JOL","bench","Study2","U","Study Phase2",4554,"20","Recall2"
"w10042654_kw","box","horn",2,"JOL","bench","Study2","U","Study Phase2",3762,"10","Recall2"
"w10090906KM","press","horn",2,"JOL","bench","Study2","U","Study Phase2",2480,"5","Recall2"
"w10098759_caa","sit","horn",2,"JOL","bench","Study2","U","Study Phase2",2446,"80","Recall2"
"w10128905_IAT","warmer","horn",2,"JOL","bench","Study2","U","Study Phase2",2523,"10","Recall2"
"w10136452dns","","horn",2,"JOL","bench","Study2","U","Study Phase2",2687,"20","Recall2"
"w10143335_at","horn","horn",2,"JOL","bench","Study2","U","Study Phase2",4978,"0","Recall2"
"w10144355_HBL","park","horn",2,"JOL","bench","Study2","U","Study Phase2",687,"65","Recall2"
"w10147711","park","horn",2,"JOL","bench","Study2","U","Study Phase2",2860,"0","Recall2"
"w10150573_kaj","","horn",2,"JOL","bench","Study2","U","Study Phase2",2628,"10","Recall2"
"w10154902_ZD","sit","horn",2,"JOL","bench","Study2","U","Study Phase2",2606,"0","Recall2"
"W10156412_WAGR","","horn",2,"JOL","bench","Study2","U","Study Phase2",3958,"10","Recall2"
"w10162630_CAG","","horn",2,"JOL","bench","Study2","U","Study Phase2",34,NA,"Recall2"
"w821455_akg","horn","horn",2,"JOL","bench","Study2","U","Study Phase2",4363,"25","Recall2"
"w963035","mark","horn",2,"JOL","bench","Study2","U","Study Phase2",3919,"100","Recall2"
"zoieperkins","","horn",2,"JOL Recall","bench","Study2","U","Study Phase2",5948,"0","Recall2"
"10066214OD","go","fire",2,"JOL","blaze","Study2","F","Study Phase2",2680,"21","Recall2"
"10150480SW","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",5706,"93","Recall2"
"AkiyahBrandon","fire","fire",2,"JOL Recall","blaze","Study2","F","Study Phase2",2841,"100","Recall2"
"AnnaKatePettis","fire","fire",2,"JOL Recall","blaze","Study2","F","Study Phase2",2856,"85","Recall2"
"w100152402_MKT","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",2522,"80","Recall2"
"w10042654_kw","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",4308,"45","Recall2"
"w10090906KM","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",2282,"95","Recall2"
"w10098759_caa","hot","fire",2,"JOL","blaze","Study2","F","Study Phase2",3583,"70","Recall2"
"w10128905_IAT","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",3925,"75","Recall2"
"w10136452dns","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",1431,"100","Recall2"
"w10143335_at","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",2771,"100","Recall2"
"w10144355_HBL","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",774,"33","Recall2"
"w10147711","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",3599,"97","Recall2"
"w10150573_kaj","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",1907,"100","Recall2"
"w10154902_ZD","runner","fire",2,"JOL","blaze","Study2","F","Study Phase2",3958,"70","Recall2"
"W10156412_WAGR","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",3856,"80","Recall2"
"w10162630_CAG","","fire",2,"JOL","blaze","Study2","F","Study Phase2",1404,"0","Recall2"
"w821455_akg","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",7677,"85","Recall2"
"w963035","fire","fire",2,"JOL","blaze","Study2","F","Study Phase2",1845,"100","Recall2"
"zoieperkins","fire","fire",2,"JOL Recall","blaze","Study2","F","Study Phase2",6730,"100","Recall2"
"10066214OD","and","ounce",2,"JOL","both","Study2","U","Study Phase2",2973,"23","Recall2"
"10150480SW","children","ounce",2,"JOL","both","Study2","U","Study Phase2",7447,"9","Recall2"
"AkiyahBrandon","","ounce",2,"JOL Recall","both","Study2","U","Study Phase2",2016,"0","Recall2"
"AnnaKatePettis","each","ounce",2,"JOL Recall","both","Study2","U","Study Phase2",4646,"6","Recall2"
"w100152402_MKT","together","ounce",2,"JOL","both","Study2","U","Study Phase2",4864,"50","Recall2"
"w10042654_kw","two ","ounce",2,"JOL","both","Study2","U","Study Phase2",3281,"5","Recall2"
"w10090906KM","other","ounce",2,"JOL","both","Study2","U","Study Phase2",2967,"10","Recall2"
"w10098759_caa","pair","ounce",2,"JOL","both","Study2","U","Study Phase2",3486,"10","Recall2"
"w10128905_IAT","","ounce",2,"JOL","both","Study2","U","Study Phase2",2675,"15","Recall2"
"w10136452dns","","ounce",2,"JOL","both","Study2","U","Study Phase2",1612,"20","Recall2"
"w10143335_at","ounce","ounce",2,"JOL","both","Study2","U","Study Phase2",6540,"50","Recall2"
"w10144355_HBL","neither","ounce",2,"JOL","both","Study2","U","Study Phase2",1143,"20","Recall2"
"w10147711","some","ounce",2,"JOL","both","Study2","U","Study Phase2",2207,"4","Recall2"
"w10150573_kaj","","ounce",2,"JOL","both","Study2","U","Study Phase2",1747,"0","Recall2"
"w10154902_ZD","none","ounce",2,"JOL","both","Study2","U","Study Phase2",2695,"10","Recall2"
"W10156412_WAGR","","ounce",2,"JOL","both","Study2","U","Study Phase2",3136,"5","Recall2"
"w10162630_CAG","ounce","ounce",2,"JOL","both","Study2","U","Study Phase2",1555,"0","Recall2"
"w821455_akg","once","ounce",2,"JOL","both","Study2","U","Study Phase2",5204,"5","Recall2"
"w963035","same","ounce",2,"JOL","both","Study2","U","Study Phase2",2104,"0","Recall2"
"zoieperkins","","ounce",2,"JOL Recall","both","Study2","U","Study Phase2",6845,"0","Recall2"
"10066214OD","water","water",2,"JOL","bridge","Study2","F","Study Phase2",2407,"67","Recall2"
"10150480SW","water","water",2,"JOL","bridge","Study2","F","Study Phase2",12216,"77","Recall2"
"AkiyahBrandon","water","water",2,"JOL Recall","bridge","Study2","F","Study Phase2",2645,"100","Recall2"
"AnnaKatePettis","water","water",2,"JOL Recall","bridge","Study2","F","Study Phase2",3713,"75","Recall2"
"w100152402_MKT","gap","water",2,"JOL","bridge","Study2","F","Study Phase2",2000,"80","Recall2"
"w10042654_kw","water","water",2,"JOL","bridge","Study2","F","Study Phase2",8683,"25","Recall2"
"w10090906KM","water","water",2,"JOL","bridge","Study2","F","Study Phase2",4263,"50","Recall2"
"w10098759_caa","water","water",2,"JOL","bridge","Study2","F","Study Phase2",3218,"100","Recall2"
"w10128905_IAT","water","water",2,"JOL","bridge","Study2","F","Study Phase2",2605,"50","Recall2"
"w10136452dns","water","water",2,"JOL","bridge","Study2","F","Study Phase2",1248,"100","Recall2"
"w10143335_at","water","water",2,"JOL","bridge","Study2","F","Study Phase2",4264,"100","Recall2"
"w10144355_HBL","drive","water",2,"JOL","bridge","Study2","F","Study Phase2",548,"123","Recall2"
"w10147711","water","water",2,"JOL","bridge","Study2","F","Study Phase2",3346,"98","Recall2"
"w10150573_kaj","water","water",2,"JOL","bridge","Study2","F","Study Phase2",2103,"100","Recall2"
"w10154902_ZD","walking","water",2,"JOL","bridge","Study2","F","Study Phase2",2957,"10","Recall2"
"W10156412_WAGR","water","water",2,"JOL","bridge","Study2","F","Study Phase2",7349,"95","Recall2"
"w10162630_CAG","","water",2,"JOL","bridge","Study2","F","Study Phase2",112,NA,"Recall2"
"w821455_akg","water","water",2,"JOL","bridge","Study2","F","Study Phase2",5224,"85","Recall2"
"w963035","break","water",2,"JOL","bridge","Study2","F","Study Phase2",1456,"100","Recall2"
"zoieperkins","water","water",2,"JOL Recall","bridge","Study2","F","Study Phase2",7609,"100","Recall2"
"10066214OD","flower","plant",2,"JOL","cactus","Study2","F","Study Phase2",2567,"89","Recall2"
"10150480SW","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",5293,"88","Recall2"
"AkiyahBrandon","plant","plant",2,"JOL Recall","cactus","Study2","F","Study Phase2",2437,"100","Recall2"
"AnnaKatePettis","plant","plant",2,"JOL Recall","cactus","Study2","F","Study Phase2",5735,"78","Recall2"
"w100152402_MKT","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",7465,"70","Recall2"
"w10042654_kw","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",3497,"40","Recall2"
"w10090906KM","sharp","plant",2,"JOL","cactus","Study2","F","Study Phase2",1754,"90","Recall2"
"w10098759_caa","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",2911,"100","Recall2"
"w10128905_IAT","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",5991,"70","Recall2"
"w10136452dns","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",1275,"100","Recall2"
"w10143335_at","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",7297,"40","Recall2"
"w10144355_HBL","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",574,"98","Recall2"
"w10147711","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",3531,"90","Recall2"
"w10150573_kaj","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",1448,"100","Recall2"
"w10154902_ZD","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",3132,"80","Recall2"
"W10156412_WAGR","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",2388,"100","Recall2"
"w10162630_CAG","","plant",2,"JOL","cactus","Study2","F","Study Phase2",1281,"0","Recall2"
"w821455_akg","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",4025,"90","Recall2"
"w963035","plant","plant",2,"JOL","cactus","Study2","F","Study Phase2",1394,"0","Recall2"
"zoieperkins","plant","plant",2,"JOL Recall","cactus","Study2","F","Study Phase2",6296,"100","Recall2"
"10066214OD","money","leg",2,"JOL","cash","Study2","U","Study Phase2",2827,"23","Recall2"
"10150480SW","leg","leg",2,"JOL","cash","Study2","U","Study Phase2",8255,"11","Recall2"
"AkiyahBrandon","","leg",2,"JOL Recall","cash","Study2","U","Study Phase2",3033,"0","Recall2"
"AnnaKatePettis","money","leg",2,"JOL Recall","cash","Study2","U","Study Phase2",509033,"10","Recall2"
"w100152402_MKT","money","leg",2,"JOL","cash","Study2","U","Study Phase2",1695,"30","Recall2"
"w10042654_kw","money","leg",2,"JOL","cash","Study2","U","Study Phase2",4260,"10","Recall2"
"w10090906KM","money","leg",2,"JOL","cash","Study2","U","Study Phase2",2561,"25","Recall2"
"w10098759_caa","leg","leg",2,"JOL","cash","Study2","U","Study Phase2",11954,"79","Recall2"
"w10128905_IAT","leg","leg",2,"JOL","cash","Study2","U","Study Phase2",2584,"20","Recall2"
"w10136452dns","leg","leg",2,"JOL","cash","Study2","U","Study Phase2",2982,"35","Recall2"
"w10143335_at","leg","leg",2,"JOL","cash","Study2","U","Study Phase2",2625,"0","Recall2"
"w10144355_HBL","money","leg",2,"JOL","cash","Study2","U","Study Phase2",1101,"47","Recall2"
"w10147711","advance ","leg",2,"JOL","cash","Study2","U","Study Phase2",2184,"90","Recall2"
"w10150573_kaj","","leg",2,"JOL","cash","Study2","U","Study Phase2",4041,"20","Recall2"
"w10154902_ZD","paper","leg",2,"JOL","cash","Study2","U","Study Phase2",3542,"10","Recall2"
"W10156412_WAGR","","leg",2,"JOL","cash","Study2","U","Study Phase2",4509,"25","Recall2"
"w10162630_CAG","","leg",2,"JOL","cash","Study2","U","Study Phase2",29,NA,"Recall2"
"w821455_akg","leg","leg",2,"JOL","cash","Study2","U","Study Phase2",7545,"15","Recall2"
"w963035","money","leg",2,"JOL","cash","Study2","U","Study Phase2",1611,"0","Recall2"
"zoieperkins","coin","leg",2,"JOL Recall","cash","Study2","U","Study Phase2",6123,"0","Recall2"
"10066214OD","red","red",2,"JOL","cherry","Study2","F","Study Phase2",3108,"95","Recall2"
"10150480SW","red","red",2,"JOL","cherry","Study2","F","Study Phase2",6815,"95","Recall2"
"AkiyahBrandon","red","red",2,"JOL Recall","cherry","Study2","F","Study Phase2",2715,"100","Recall2"
"AnnaKatePettis","red","red",2,"JOL Recall","cherry","Study2","F","Study Phase2",38613,"60","Recall2"
"w100152402_MKT","red","red",2,"JOL","cherry","Study2","F","Study Phase2",3087,"90","Recall2"
"w10042654_kw","red","red",2,"JOL","cherry","Study2","F","Study Phase2",3138,"50","Recall2"
"w10090906KM","pick","red",2,"JOL","cherry","Study2","F","Study Phase2",1621,"90","Recall2"
"w10098759_caa","red","red",2,"JOL","cherry","Study2","F","Study Phase2",2085,"100","Recall2"
"w10128905_IAT","red","red",2,"JOL","cherry","Study2","F","Study Phase2",5709,"75","Recall2"
"w10136452dns","red","red",2,"JOL","cherry","Study2","F","Study Phase2",1377,"100","Recall2"
"w10143335_at","red","red",2,"JOL","cherry","Study2","F","Study Phase2",2888,"100","Recall2"
"w10144355_HBL","red","red",2,"JOL","cherry","Study2","F","Study Phase2",641,"23","Recall2"
"w10147711","red","red",2,"JOL","cherry","Study2","F","Study Phase2",3553,"100","Recall2"
"w10150573_kaj","red","red",2,"JOL","cherry","Study2","F","Study Phase2",1087,"100","Recall2"
"w10154902_ZD","red","red",2,"JOL","cherry","Study2","F","Study Phase2",2857,"70","Recall2"
"W10156412_WAGR","red","red",2,"JOL","cherry","Study2","F","Study Phase2",5730,"98","Recall2"
"w10162630_CAG","","red",2,"JOL","cherry","Study2","F","Study Phase2",1358,"0","Recall2"
"w821455_akg","red","red",2,"JOL","cherry","Study2","F","Study Phase2",5214,"90","Recall2"
"w963035","red","red",2,"JOL","cherry","Study2","F","Study Phase2",1574,"100","Recall2"
"zoieperkins","red","red",2,"JOL Recall","cherry","Study2","F","Study Phase2",6172,"100","Recall2"
"10066214OD","night","cold",2,"JOL","chill","Study2","F","Study Phase2",4147,"98","Recall2"
"10150480SW","cold","cold",2,"JOL","chill","Study2","F","Study Phase2",12440,"50","Recall2"
"AkiyahBrandon","cold","cold",2,"JOL Recall","chill","Study2","F","Study Phase2",2378,"100","Recall2"
"AnnaKatePettis","ice","cold",2,"JOL Recall","chill","Study2","F","Study Phase2",7972,"80","Recall2"
"w100152402_MKT","out","cold",2,"JOL","chill","Study2","F","Study Phase2",8941,"70","Recall2"
"w10042654_kw","cold","cold",2,"JOL","chill","Study2","F","Study Phase2",3551,"40","Recall2"
"w10090906KM","cold","cold",2,"JOL","chill","Study2","F","Study Phase2",2975,"65","Recall2"
"w10098759_caa","ees","cold",2,"JOL","chill","Study2","F","Study Phase2",2621,"100","Recall2"
"w10128905_IAT","cold","cold",2,"JOL","chill","Study2","F","Study Phase2",3252,"75","Recall2"
"w10136452dns","cold","cold",2,"JOL","chill","Study2","F","Study Phase2",2589,"100","Recall2"
"w10143335_at","cold","cold",2,"JOL","chill","Study2","F","Study Phase2",7931,"100","Recall2"
"w10144355_HBL","ice","cold",2,"JOL","chill","Study2","F","Study Phase2",598,"23","Recall2"
"w10147711","cold","cold",2,"JOL","chill","Study2","F","Study Phase2",3672,"100","Recall2"
"w10150573_kaj","cold","cold",2,"JOL","chill","Study2","F","Study Phase2",1942,"100","Recall2"
"w10154902_ZD","calm","cold",2,"JOL","chill","Study2","F","Study Phase2",8822,"80","Recall2"
"W10156412_WAGR","","cold",2,"JOL","chill","Study2","F","Study Phase2",2381,"95","Recall2"
"w10162630_CAG","","cold",2,"JOL","chill","Study2","F","Study Phase2",29,NA,"Recall2"
"w821455_akg","cold","cold",2,"JOL","chill","Study2","F","Study Phase2",10075,"85","Recall2"
